"Notes"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"80-84 years"	"80-84"	"Michigan"	"26"	"2003"	"2003"	42	188528	22.278	3.438
	"80-84 years"	"80-84"	"Michigan"	"26"	"2004"	"2004"	52	192988	26.945	3.737
	"80-84 years"	"80-84"	"Michigan"	"26"	"2005"	"2005"	54	196352	27.502	3.742
	"80-84 years"	"80-84"	"Michigan"	"26"	"2006"	"2006"	40	198062	20.196	3.193
	"80-84 years"	"80-84"	"Michigan"	"26"	"2007"	"2007"	54	200195	26.974	3.671
	"80-84 years"	"80-84"	"Michigan"	"26"	"2008"	"2008"	44	202290	21.751	3.279
	"80-84 years"	"80-84"	"Michigan"	"26"	"2009"	"2009"	44	201284	21.860	3.295
	"80-84 years"	"80-84"	"Michigan"	"26"	"2010"	"2010"	39	200822	19.420	3.110
	"80-84 years"	"80-84"	"Michigan"	"26"	"2011"	"2011"	40	199511	20.049	3.170
	"80-84 years"	"80-84"	"Michigan"	"26"	"2012"	"2012"	59	196715	29.993	3.905
	"80-84 years"	"80-84"	"Michigan"	"26"	"2013"	"2013"	37	193144	19.157	3.149
	"80-84 years"	"80-84"	"Michigan"	"26"	"2014"	"2014"	50	189848	26.337	3.725
	"80-84 years"	"80-84"	"Michigan"	"26"	"2015"	"2015"	40	188784	21.188	3.350
	"80-84 years"	"80-84"	"Michigan"	"26"	"2016"	"2016"	39	189452	20.586	3.296
	"80-84 years"	"80-84"	"Michigan"	"26"	"2017"	"2017"	47	190731	24.642	3.594
	"80-84 years"	"80-84"	"Michigan"	"26"	"2018"	"2018"	41	195310	20.992	3.278
	"80-84 years"	"80-84"	"Minnesota"	"27"	"1999"	"1999"	16	89554	17.866	4.467
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2001"	"2001"	16	92492	17.299	4.325
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2002"	"2002"	17	94139	18.058	4.380
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2003"	"2003"	17	95543	17.793	4.315
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2004"	"2004"	19	96700	19.648	4.508
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2007"	"2007"	16	99369	16.102	4.025
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2008"	"2008"	19	99762	19.045	4.369
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2009"	"2009"	22	99893	22.024	4.695
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2011"	"2011"	21	100027	20.994	4.581
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2012"	"2012"	28	100074	27.979	5.288
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2014"	"2014"	30	98991	30.306	5.533
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2015"	"2015"	25	99105	25.226	5.045
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2016"	"2016"	21	100451	20.906	4.562
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2017"	"2017"	31	101758	30.464	5.472
	"80-84 years"	"80-84"	"Minnesota"	"27"	"2018"	"2018"	17	104318	16.296	3.952
	"80-84 years"	"80-84"	"Missouri"	"29"	"1999"	"1999"	29	105892	27.386	5.086
	"80-84 years"	"80-84"	"Missouri"	"29"	"2000"	"2000"	21	107136	19.601	4.277
	"80-84 years"	"80-84"	"Missouri"	"29"	"2001"	"2001"	19	109278	17.387	3.989
	"80-84 years"	"80-84"	"Missouri"	"29"	"2002"	"2002"	25	112292	22.263	4.453
	"80-84 years"	"80-84"	"Missouri"	"29"	"2003"	"2003"	27	114262	23.630	4.548
	"80-84 years"	"80-84"	"Missouri"	"29"	"2004"	"2004"	29	116229	24.951	4.633
	"80-84 years"	"80-84"	"Missouri"	"29"	"2005"	"2005"	16	117841	13.578	3.394
	"80-84 years"	"80-84"	"Missouri"	"29"	"2006"	"2006"	28	118596	23.610	4.462
	"80-84 years"	"80-84"	"Missouri"	"29"	"2007"	"2007"	25	118758	21.051	4.210
	"80-84 years"	"80-84"	"Missouri"	"29"	"2008"	"2008"	33	119348	27.650	4.813
	"80-84 years"	"80-84"	"Missouri"	"29"	"2009"	"2009"	31	118882	26.076	4.683
	"80-84 years"	"80-84"	"Missouri"	"29"	"2010"	"2010"	27	119073	22.675	4.364
	"80-84 years"	"80-84"	"Missouri"	"29"	"2011"	"2011"	23	119401	19.263	4.017
	"80-84 years"	"80-84"	"Missouri"	"29"	"2012"	"2012"	28	119291	23.472	4.436
	"80-84 years"	"80-84"	"Missouri"	"29"	"2013"	"2013"	20	119396	16.751	3.746
	"80-84 years"	"80-84"	"Missouri"	"29"	"2014"	"2014"	30	119436	25.118	4.586
	"80-84 years"	"80-84"	"Missouri"	"29"	"2015"	"2015"	27	119879	22.523	4.334
	"80-84 years"	"80-84"	"Missouri"	"29"	"2016"	"2016"	36	120850	29.789	4.965
	"80-84 years"	"80-84"	"Missouri"	"29"	"2017"	"2017"	32	121194	26.404	4.668
	"80-84 years"	"80-84"	"Missouri"	"29"	"2018"	"2018"	20	123207	16.233	3.630
	"80-84 years"	"80-84"	"Nevada"	"32"	"2006"	"2006"	17	35661	47.671	11.562
	"80-84 years"	"80-84"	"Nevada"	"32"	"2012"	"2012"	16	41035	38.991	9.748
	"80-84 years"	"80-84"	"New Jersey"	"34"	"1999"	"1999"	49	160064	30.613	4.373
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2000"	"2000"	52	163504	31.804	4.410
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2001"	"2001"	36	169064	21.294	3.549
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2002"	"2002"	25	173081	14.444	2.889
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2003"	"2003"	36	175352	20.530	3.422
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2004"	"2004"	49	179372	27.318	3.903
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2005"	"2005"	39	180278	21.633	3.464
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2006"	"2006"	49	179547	27.291	3.899
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2007"	"2007"	46	180286	25.515	3.762
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2008"	"2008"	46	180582	25.473	3.756
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2009"	"2009"	44	179738	24.480	3.691
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2010"	"2010"	39	179318	21.749	3.483
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2011"	"2011"	37	178620	20.714	3.405
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2012"	"2012"	45	177260	25.386	3.784
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2013"	"2013"	50	174367	28.675	4.055
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2014"	"2014"	48	171787	27.942	4.033
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2015"	"2015"	39	169780	22.971	3.678
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2016"	"2016"	49	169555	28.899	4.128
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2017"	"2017"	43	170251	25.257	3.852
	"80-84 years"	"80-84"	"New Jersey"	"34"	"2018"	"2018"	41	173357	23.651	3.694
	"80-84 years"	"80-84"	"New York"	"36"	"1999"	"1999"	79	342188	23.087	2.597
	"80-84 years"	"80-84"	"New York"	"36"	"2000"	"2000"	92	349578	26.317	2.744
	"80-84 years"	"80-84"	"New York"	"36"	"2001"	"2001"	86	360940	23.827	2.569
	"80-84 years"	"80-84"	"New York"	"36"	"2002"	"2002"	77	370501	20.783	2.368
	"80-84 years"	"80-84"	"New York"	"36"	"2003"	"2003"	79	376737	20.970	2.359
	"80-84 years"	"80-84"	"New York"	"36"	"2004"	"2004"	85	386701	21.981	2.384
	"80-84 years"	"80-84"	"New York"	"36"	"2005"	"2005"	91	389818	23.344	2.447
	"80-84 years"	"80-84"	"New York"	"36"	"2006"	"2006"	87	390279	22.292	2.390
	"80-84 years"	"80-84"	"New York"	"36"	"2007"	"2007"	88	392901	22.397	2.388
	"80-84 years"	"80-84"	"New York"	"36"	"2008"	"2008"	97	394016	24.618	2.500
	"80-84 years"	"80-84"	"New York"	"36"	"2009"	"2009"	104	392114	26.523	2.601
	"80-84 years"	"80-84"	"New York"	"36"	"2010"	"2010"	95	392116	24.228	2.486
	"80-84 years"	"80-84"	"New York"	"36"	"2011"	"2011"	73	390544	18.692	2.188
	"80-84 years"	"80-84"	"New York"	"36"	"2012"	"2012"	87	387126	22.473	2.409
	"80-84 years"	"80-84"	"New York"	"36"	"2013"	"2013"	89	382673	23.257	2.465
	"80-84 years"	"80-84"	"New York"	"36"	"2014"	"2014"	72	378761	19.009	2.240
	"80-84 years"	"80-84"	"New York"	"36"	"2015"	"2015"	87	376925	23.082	2.475
	"80-84 years"	"80-84"	"New York"	"36"	"2016"	"2016"	76	378544	20.077	2.303
	"80-84 years"	"80-84"	"New York"	"36"	"2017"	"2017"	76	382445	19.872	2.279
	"80-84 years"	"80-84"	"New York"	"36"	"2018"	"2018"	88	390194	22.553	2.404
	"80-84 years"	"80-84"	"North Carolina"	"37"	"1999"	"1999"	28	126707	22.098	4.176
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2000"	"2000"	21	129495	16.217	3.539
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2001"	"2001"	27	134448	20.082	3.865
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2002"	"2002"	31	139921	22.155	3.979
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2003"	"2003"	31	143483	21.605	3.880
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2004"	"2004"	28	148133	18.902	3.572
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2005"	"2005"	44	151690	29.007	4.373
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2006"	"2006"	38	155053	24.508	3.976
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2007"	"2007"	28	158313	17.686	3.342
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2008"	"2008"	34	162104	20.974	3.597
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2009"	"2009"	34	164067	20.723	3.554
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2010"	"2010"	40	166039	24.091	3.809
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2011"	"2011"	45	167206	26.913	4.012
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2012"	"2012"	39	169280	23.039	3.689
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2013"	"2013"	50	170864	29.263	4.138
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2014"	"2014"	38	173083	21.955	3.562
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2015"	"2015"	48	177367	27.063	3.906
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2016"	"2016"	44	182433	24.118	3.636
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2017"	"2017"	37	186278	19.863	3.265
	"80-84 years"	"80-84"	"North Carolina"	"37"	"2018"	"2018"	41	192042	21.349	3.334
	"80-84 years"	"80-84"	"Ohio"	"39"	"1999"	"1999"	52	213209	24.389	3.382
	"80-84 years"	"80-84"	"Ohio"	"39"	"2000"	"2000"	40	216776	18.452	2.918
	"80-84 years"	"80-84"	"Ohio"	"39"	"2001"	"2001"	61	222294	27.441	3.513
	"80-84 years"	"80-84"	"Ohio"	"39"	"2002"	"2002"	60	228744	26.230	3.386
	"80-84 years"	"80-84"	"Ohio"	"39"	"2003"	"2003"	60	232486	25.808	3.332
	"80-84 years"	"80-84"	"Ohio"	"39"	"2004"	"2004"	59	237509	24.841	3.234
	"80-84 years"	"80-84"	"Ohio"	"39"	"2005"	"2005"	58	241290	24.037	3.156
	"80-84 years"	"80-84"	"Ohio"	"39"	"2006"	"2006"	44	243614	18.061	2.723
	"80-84 years"	"80-84"	"Ohio"	"39"	"2007"	"2007"	59	245152	24.067	3.133
	"80-84 years"	"80-84"	"Ohio"	"39"	"2008"	"2008"	74	246770	29.987	3.486
	"80-84 years"	"80-84"	"Ohio"	"39"	"2009"	"2009"	73	244639	29.840	3.492
	"80-84 years"	"80-84"	"Ohio"	"39"	"2010"	"2010"	75	243818	30.761	3.552
	"80-84 years"	"80-84"	"Ohio"	"39"	"2011"	"2011"	67	242023	27.683	3.382
	"80-84 years"	"80-84"	"Ohio"	"39"	"2012"	"2012"	48	238074	20.162	2.910
	"80-84 years"	"80-84"	"Ohio"	"39"	"2013"	"2013"	49	233411	20.993	2.999
	"80-84 years"	"80-84"	"Ohio"	"39"	"2014"	"2014"	50	230429	21.699	3.069
	"80-84 years"	"80-84"	"Ohio"	"39"	"2015"	"2015"	41	229483	17.866	2.790
	"80-84 years"	"80-84"	"Ohio"	"39"	"2016"	"2016"	65	229962	28.266	3.506
	"80-84 years"	"80-84"	"Ohio"	"39"	"2017"	"2017"	45	231860	19.408	2.893
	"80-84 years"	"80-84"	"Ohio"	"39"	"2018"	"2018"	54	237701	22.718	3.091
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2000"	"2000"	16	62673	25.529	6.382
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2004"	"2004"	18	67835	26.535	6.254
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2005"	"2005"	17	67861	25.051	6.076
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2006"	"2006"	17	68736	24.732	5.998
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2008"	"2008"	21	69202	30.346	6.622
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2011"	"2011"	16	69657	22.970	5.742
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2012"	"2012"	21	69838	30.070	6.562
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2013"	"2013"	17	70398	24.148	5.857
	"80-84 years"	"80-84"	"Oklahoma"	"40"	"2014"	"2014"	16	70938	22.555	5.639
	"80-84 years"	"80-84"	"Oregon"	"41"	"2000"	"2000"	21	66871	31.404	6.853
	"80-84 years"	"80-84"	"Oregon"	"41"	"2002"	"2002"	18	71365	25.222	5.945
	"80-84 years"	"80-84"	"Oregon"	"41"	"2004"	"2004"	17	74169	22.921	5.559
	"80-84 years"	"80-84"	"Oregon"	"41"	"2005"	"2005"	17	75311	22.573	5.475
	"80-84 years"	"80-84"	"Oregon"	"41"	"2006"	"2006"	19	75798	25.067	5.751
	"80-84 years"	"80-84"	"Oregon"	"41"	"2007"	"2007"	17	76055	22.352	5.421
	"80-84 years"	"80-84"	"Oregon"	"41"	"2009"	"2009"	19	74512	25.499	5.850
	"80-84 years"	"80-84"	"Oregon"	"41"	"2010"	"2010"	20	73963	27.041	6.046
	"80-84 years"	"80-84"	"Oregon"	"41"	"2012"	"2012"	21	72756	28.864	6.299
	"80-84 years"	"80-84"	"Oregon"	"41"	"2013"	"2013"	22	72192	30.474	6.497
	"80-84 years"	"80-84"	"Oregon"	"41"	"2014"	"2014"	21	72001	29.166	6.365
	"80-84 years"	"80-84"	"Oregon"	"41"	"2016"	"2016"	19	73510	25.847	5.930
	"80-84 years"	"80-84"	"Oregon"	"41"	"2018"	"2018"	21	78227	26.845	5.858
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"1999"	"1999"	70	287136	24.379	2.914
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2000"	"2000"	73	291477	25.045	2.931
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2001"	"2001"	57	298606	19.089	2.528
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2002"	"2002"	76	305550	24.873	2.853
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2003"	"2003"	69	308009	22.402	2.697
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2004"	"2004"	79	312628	25.270	2.843
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2005"	"2005"	80	315333	25.370	2.836
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2006"	"2006"	89	317038	28.072	2.976
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2007"	"2007"	89	317074	28.069	2.975
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2008"	"2008"	82	318603	25.737	2.842
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2009"	"2009"	79	314386	25.128	2.827
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2010"	"2010"	82	311322	26.339	2.909
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2011"	"2011"	81	307358	26.354	2.928
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2012"	"2012"	71	301689	23.534	2.793
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2013"	"2013"	68	293165	23.195	2.813
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2014"	"2014"	62	286519	21.639	2.748
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2015"	"2015"	75	282131	26.583	3.070
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2016"	"2016"	69	279892	24.652	2.968
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2017"	"2017"	66	279072	23.650	2.911
	"80-84 years"	"80-84"	"Pennsylvania"	"42"	"2018"	"2018"	55	282846	19.445	2.622
	"80-84 years"	"80-84"	"Rhode Island"	"44"	"2003"	"2003"	17	25593	66.424	16.110
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2005"	"2005"	16	74893	21.364	5.341
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2006"	"2006"	27	76579	35.258	6.785
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2007"	"2007"	25	76945	32.491	6.498
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2008"	"2008"	18	78248	23.004	5.422
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2011"	"2011"	23	80578	28.544	5.952
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2012"	"2012"	24	82162	29.211	5.963
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2013"	"2013"	16	83427	19.178	4.795
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2014"	"2014"	25	85446	29.258	5.852
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2015"	"2015"	18	88283	20.389	4.806
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2016"	"2016"	17	91394	18.601	4.511
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2017"	"2017"	21	93995	22.342	4.875
	"80-84 years"	"80-84"	"South Carolina"	"45"	"2018"	"2018"	21	97790	21.475	4.686
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2000"	"2000"	19	94954	20.010	4.591
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2001"	"2001"	20	97172	20.582	4.602
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2003"	"2003"	26	102298	25.416	4.984
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2004"	"2004"	29	104588	27.728	5.149
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2005"	"2005"	18	106671	16.874	3.977
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2006"	"2006"	25	108412	23.060	4.612
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2007"	"2007"	18	109192	16.485	3.885
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2008"	"2008"	21	110739	18.964	4.138
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2009"	"2009"	35	110844	31.576	5.337
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2010"	"2010"	25	112429	22.236	4.447
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2011"	"2011"	27	113743	23.738	4.568
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2012"	"2012"	17	115039	14.778	3.584
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2013"	"2013"	24	115683	20.746	4.235
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2014"	"2014"	21	116601	18.010	3.930
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2015"	"2015"	23	118289	19.444	4.054
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2016"	"2016"	25	120932	20.673	4.135
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2017"	"2017"	35	122463	28.580	4.831
	"80-84 years"	"80-84"	"Tennessee"	"47"	"2018"	"2018"	27	126275	21.382	4.115
	"80-84 years"	"80-84"	"Texas"	"48"	"1999"	"1999"	51	266005	19.173	2.685
	"80-84 years"	"80-84"	"Texas"	"48"	"2000"	"2000"	70	270589	25.869	3.092
	"80-84 years"	"80-84"	"Texas"	"48"	"2001"	"2001"	63	280646	22.448	2.828
	"80-84 years"	"80-84"	"Texas"	"48"	"2002"	"2002"	77	292483	26.326	3.000
	"80-84 years"	"80-84"	"Texas"	"48"	"2003"	"2003"	84	301753	27.837	3.037
	"80-84 years"	"80-84"	"Texas"	"48"	"2004"	"2004"	83	313306	26.492	2.908
	"80-84 years"	"80-84"	"Texas"	"48"	"2005"	"2005"	65	320811	20.261	2.513
	"80-84 years"	"80-84"	"Texas"	"48"	"2006"	"2006"	82	329789	24.864	2.746
	"80-84 years"	"80-84"	"Texas"	"48"	"2007"	"2007"	71	334631	21.217	2.518
	"80-84 years"	"80-84"	"Texas"	"48"	"2008"	"2008"	71	338651	20.966	2.488
	"80-84 years"	"80-84"	"Texas"	"48"	"2009"	"2009"	83	342362	24.243	2.661
	"80-84 years"	"80-84"	"Texas"	"48"	"2010"	"2010"	68	349256	19.470	2.361
	"80-84 years"	"80-84"	"Texas"	"48"	"2011"	"2011"	73	355592	20.529	2.403
	"80-84 years"	"80-84"	"Texas"	"48"	"2012"	"2012"	74	361757	20.456	2.378
	"80-84 years"	"80-84"	"Texas"	"48"	"2013"	"2013"	74	366327	20.201	2.348
	"80-84 years"	"80-84"	"Texas"	"48"	"2014"	"2014"	70	371704	18.832	2.251
	"80-84 years"	"80-84"	"Texas"	"48"	"2015"	"2015"	83	379130	21.892	2.403
	"80-84 years"	"80-84"	"Texas"	"48"	"2016"	"2016"	73	387530	18.837	2.205
	"80-84 years"	"80-84"	"Texas"	"48"	"2017"	"2017"	89	396120	22.468	2.382
	"80-84 years"	"80-84"	"Texas"	"48"	"2018"	"2018"	84	408222	20.577	2.245
	"80-84 years"	"80-84"	"Virginia"	"51"	"1999"	"1999"	18	103867	17.330	4.085
	"80-84 years"	"80-84"	"Virginia"	"51"	"2000"	"2000"	21	107368	19.559	4.268
	"80-84 years"	"80-84"	"Virginia"	"51"	"2003"	"2003"	29	119671	24.233	4.500
	"80-84 years"	"80-84"	"Virginia"	"51"	"2004"	"2004"	32	123023	26.011	4.598
	"80-84 years"	"80-84"	"Virginia"	"51"	"2005"	"2005"	24	125851	19.070	3.893
	"80-84 years"	"80-84"	"Virginia"	"51"	"2006"	"2006"	22	127371	17.272	3.682
	"80-84 years"	"80-84"	"Virginia"	"51"	"2007"	"2007"	28	128016	21.872	4.133
	"80-84 years"	"80-84"	"Virginia"	"51"	"2008"	"2008"	21	129704	16.191	3.533
	"80-84 years"	"80-84"	"Virginia"	"51"	"2009"	"2009"	25	129844	19.254	3.851
	"80-84 years"	"80-84"	"Virginia"	"51"	"2010"	"2010"	29	131363	22.076	4.099
	"80-84 years"	"80-84"	"Virginia"	"51"	"2011"	"2011"	30	132427	22.654	4.136
	"80-84 years"	"80-84"	"Virginia"	"51"	"2012"	"2012"	30	133479	22.475	4.103
	"80-84 years"	"80-84"	"Virginia"	"51"	"2013"	"2013"	30	134644	22.281	4.068
	"80-84 years"	"80-84"	"Virginia"	"51"	"2014"	"2014"	31	135638	22.855	4.105
	"80-84 years"	"80-84"	"Virginia"	"51"	"2015"	"2015"	28	137697	20.335	3.843
	"80-84 years"	"80-84"	"Virginia"	"51"	"2016"	"2016"	24	140988	17.023	3.475
	"80-84 years"	"80-84"	"Virginia"	"51"	"2017"	"2017"	34	144329	23.557	4.040
	"80-84 years"	"80-84"	"Virginia"	"51"	"2018"	"2018"	24	149348	16.070	3.280
	"80-84 years"	"80-84"	"Washington"	"53"	"1999"	"1999"	18	96607	18.632	4.392
	"80-84 years"	"80-84"	"Washington"	"53"	"2000"	"2000"	23	99006	23.231	4.844
	"80-84 years"	"80-84"	"Washington"	"53"	"2001"	"2001"	20	102897	19.437	4.346
	"80-84 years"	"80-84"	"Washington"	"53"	"2002"	"2002"	22	106315	20.693	4.412
	"80-84 years"	"80-84"	"Washington"	"53"	"2003"	"2003"	21	107914	19.460	4.247
	"80-84 years"	"80-84"	"Washington"	"53"	"2004"	"2004"	23	110361	20.841	4.346
	"80-84 years"	"80-84"	"Washington"	"53"	"2005"	"2005"	31	111484	27.807	4.994
	"80-84 years"	"80-84"	"Washington"	"53"	"2006"	"2006"	24	112153	21.399	4.368
	"80-84 years"	"80-84"	"Washington"	"53"	"2007"	"2007"	22	111930	19.655	4.190
	"80-84 years"	"80-84"	"Washington"	"53"	"2008"	"2008"	36	111080	32.409	5.402
	"80-84 years"	"80-84"	"Washington"	"53"	"2009"	"2009"	31	110948	27.941	5.018
	"80-84 years"	"80-84"	"Washington"	"53"	"2010"	"2010"	33	111391	29.625	5.157
	"80-84 years"	"80-84"	"Washington"	"53"	"2011"	"2011"	19	112016	16.962	3.891
	"80-84 years"	"80-84"	"Washington"	"53"	"2012"	"2012"	20	112139	17.835	3.988
	"80-84 years"	"80-84"	"Washington"	"53"	"2013"	"2013"	22	112158	19.615	4.182
	"80-84 years"	"80-84"	"Washington"	"53"	"2014"	"2014"	22	112405	19.572	4.173
	"80-84 years"	"80-84"	"Washington"	"53"	"2015"	"2015"	21	113693	18.471	4.031
	"80-84 years"	"80-84"	"Washington"	"53"	"2016"	"2016"	34	115695	29.388	5.040
	"80-84 years"	"80-84"	"Washington"	"53"	"2017"	"2017"	24	118903	20.185	4.120
	"80-84 years"	"80-84"	"Washington"	"53"	"2018"	"2018"	31	123674	25.066	4.502
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"1999"	"1999"	22	104704	21.012	4.480
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2000"	"2000"	29	105684	27.440	5.096
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2001"	"2001"	32	107607	29.738	5.257
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2002"	"2002"	25	109692	22.791	4.558
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2003"	"2003"	28	111138	25.194	4.761
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2004"	"2004"	20	112876	17.719	3.962
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2005"	"2005"	28	114483	24.458	4.622
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2006"	"2006"	19	114663	16.570	3.801
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2007"	"2007"	23	115786	19.864	4.142
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2008"	"2008"	31	116703	26.563	4.771
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2009"	"2009"	32	116685	27.424	4.848
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2010"	"2010"	29	117332	24.716	4.590
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2011"	"2011"	27	117253	23.027	4.432
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2012"	"2012"	23	116192	19.795	4.128
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2013"	"2013"	19	114422	16.605	3.809
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2014"	"2014"	26	112308	23.151	4.540
	"80-84 years"	"80-84"	"Wisconsin"	"55"	"2015"	"2015"	25	111511	22.419	4.484
