"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"75-79 years"	"75-79"	"New Jersey"	"34"	"2014"	"2014"	50	221796	22.543	3.188
	"75-79 years"	"75-79"	"New Jersey"	"34"	"2015"	"2015"	34	225747	15.061	2.583
	"75-79 years"	"75-79"	"New Jersey"	"34"	"2016"	"2016"	51	230521	22.124	3.098
	"75-79 years"	"75-79"	"New Jersey"	"34"	"2017"	"2017"	57	239849	23.765	3.148
	"75-79 years"	"75-79"	"New Jersey"	"34"	"2018"	"2018"	58	254128	22.823	2.997
	"75-79 years"	"75-79"	"New York"	"36"	"1999"	"1999"	101	507065	19.919	1.982
	"75-79 years"	"75-79"	"New York"	"36"	"2000"	"2000"	66	515490	12.803	1.576
	"75-79 years"	"75-79"	"New York"	"36"	"2001"	"2001"	99	517025	19.148	1.924
	"75-79 years"	"75-79"	"New York"	"36"	"2002"	"2002"	85	519295	16.368	1.775
	"75-79 years"	"75-79"	"New York"	"36"	"2003"	"2003"	81	519376	15.596	1.733
	"75-79 years"	"75-79"	"New York"	"36"	"2004"	"2004"	91	515154	17.665	1.852
	"75-79 years"	"75-79"	"New York"	"36"	"2005"	"2005"	88	510680	17.232	1.837
	"75-79 years"	"75-79"	"New York"	"36"	"2006"	"2006"	88	502443	17.514	1.867
	"75-79 years"	"75-79"	"New York"	"36"	"2007"	"2007"	84	495440	16.955	1.850
	"75-79 years"	"75-79"	"New York"	"36"	"2008"	"2008"	67	485305	13.806	1.687
	"75-79 years"	"75-79"	"New York"	"36"	"2009"	"2009"	78	477347	16.340	1.850
	"75-79 years"	"75-79"	"New York"	"36"	"2010"	"2010"	94	473928	19.834	2.046
	"75-79 years"	"75-79"	"New York"	"36"	"2011"	"2011"	77	474785	16.218	1.848
	"75-79 years"	"75-79"	"New York"	"36"	"2012"	"2012"	87	479161	18.157	1.947
	"75-79 years"	"75-79"	"New York"	"36"	"2013"	"2013"	78	487825	15.989	1.810
	"75-79 years"	"75-79"	"New York"	"36"	"2014"	"2014"	90	498533	18.053	1.903
	"75-79 years"	"75-79"	"New York"	"36"	"2015"	"2015"	81	507365	15.965	1.774
	"75-79 years"	"75-79"	"New York"	"36"	"2016"	"2016"	100	517396	19.328	1.933
	"75-79 years"	"75-79"	"New York"	"36"	"2017"	"2017"	94	535251	17.562	1.811
	"75-79 years"	"75-79"	"New York"	"36"	"2018"	"2018"	98	561192	17.463	1.764
	"75-79 years"	"75-79"	"North Carolina"	"37"	"1999"	"1999"	50	199555	25.056	3.543
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2000"	"2000"	35	202437	17.289	2.922
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2001"	"2001"	36	203584	17.683	2.947
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2002"	"2002"	44	205887	21.371	3.222
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2003"	"2003"	41	209214	19.597	3.061
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2004"	"2004"	39	210468	18.530	2.967
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2005"	"2005"	31	212023	14.621	2.626
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2006"	"2006"	47	216260	21.733	3.170
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2007"	"2007"	43	217502	19.770	3.015
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2008"	"2008"	52	219734	23.665	3.282
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2009"	"2009"	38	219983	17.274	2.802
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2010"	"2010"	49	224956	21.782	3.112
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2011"	"2011"	48	230985	20.781	2.999
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2012"	"2012"	56	235717	23.757	3.175
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2013"	"2013"	44	242693	18.130	2.733
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2014"	"2014"	51	250613	20.350	2.850
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2015"	"2015"	63	257004	24.513	3.088
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2016"	"2016"	59	266200	22.164	2.885
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2017"	"2017"	62	280088	22.136	2.811
	"75-79 years"	"75-79"	"North Carolina"	"37"	"2018"	"2018"	63	300069	20.995	2.645
	"75-79 years"	"75-79"	"Ohio"	"39"	"1999"	"1999"	66	322507	20.465	2.519
	"75-79 years"	"75-79"	"Ohio"	"39"	"2000"	"2000"	64	326115	19.625	2.453
	"75-79 years"	"75-79"	"Ohio"	"39"	"2001"	"2001"	66	326323	20.225	2.490
	"75-79 years"	"75-79"	"Ohio"	"39"	"2002"	"2002"	57	326766	17.444	2.310
	"75-79 years"	"75-79"	"Ohio"	"39"	"2003"	"2003"	73	327460	22.293	2.609
	"75-79 years"	"75-79"	"Ohio"	"39"	"2004"	"2004"	67	323074	20.738	2.534
	"75-79 years"	"75-79"	"Ohio"	"39"	"2005"	"2005"	51	319752	15.950	2.233
	"75-79 years"	"75-79"	"Ohio"	"39"	"2006"	"2006"	48	316143	15.183	2.191
	"75-79 years"	"75-79"	"Ohio"	"39"	"2007"	"2007"	57	311070	18.324	2.427
	"75-79 years"	"75-79"	"Ohio"	"39"	"2008"	"2008"	65	303946	21.385	2.653
	"75-79 years"	"75-79"	"Ohio"	"39"	"2009"	"2009"	63	297885	21.149	2.665
	"75-79 years"	"75-79"	"Ohio"	"39"	"2010"	"2010"	68	296794	22.912	2.778
	"75-79 years"	"75-79"	"Ohio"	"39"	"2011"	"2011"	48	296710	16.177	2.335
	"75-79 years"	"75-79"	"Ohio"	"39"	"2012"	"2012"	63	298953	21.074	2.655
	"75-79 years"	"75-79"	"Ohio"	"39"	"2013"	"2013"	55	305294	18.015	2.429
	"75-79 years"	"75-79"	"Ohio"	"39"	"2014"	"2014"	53	312239	16.974	2.332
	"75-79 years"	"75-79"	"Ohio"	"39"	"2015"	"2015"	77	315400	24.413	2.782
	"75-79 years"	"75-79"	"Ohio"	"39"	"2016"	"2016"	70	322039	21.736	2.598
	"75-79 years"	"75-79"	"Ohio"	"39"	"2017"	"2017"	74	332911	22.228	2.584
	"75-79 years"	"75-79"	"Ohio"	"39"	"2018"	"2018"	68	348764	19.497	2.364
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"1999"	"1999"	18	93343	19.284	4.545
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2000"	"2000"	22	94274	23.336	4.975
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2001"	"2001"	24	94376	25.430	5.191
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2002"	"2002"	20	94207	21.230	4.747
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2003"	"2003"	25	94251	26.525	5.305
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2004"	"2004"	16	93367	17.137	4.284
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2005"	"2005"	23	93759	24.531	5.115
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2006"	"2006"	19	94081	20.195	4.633
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2007"	"2007"	27	93888	28.758	5.534
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2008"	"2008"	34	93628	36.314	6.228
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2010"	"2010"	22	95230	23.102	4.925
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2011"	"2011"	16	96022	16.663	4.166
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2012"	"2012"	18	96847	18.586	4.381
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2013"	"2013"	21	98367	21.349	4.659
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2014"	"2014"	28	100510	27.858	5.265
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2015"	"2015"	25	102125	24.480	4.896
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2016"	"2016"	21	104436	20.108	4.388
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2017"	"2017"	22	107833	20.402	4.350
	"75-79 years"	"75-79"	"Oklahoma"	"40"	"2018"	"2018"	32	112539	28.435	5.027
	"75-79 years"	"75-79"	"Oregon"	"41"	"1999"	"1999"	19	94830	20.036	4.597
	"75-79 years"	"75-79"	"Oregon"	"41"	"2001"	"2001"	17	94768	17.939	4.351
	"75-79 years"	"75-79"	"Oregon"	"41"	"2003"	"2003"	17	94556	17.979	4.360
	"75-79 years"	"75-79"	"Oregon"	"41"	"2004"	"2004"	17	93736	18.136	4.399
	"75-79 years"	"75-79"	"Oregon"	"41"	"2005"	"2005"	30	93309	32.151	5.870
	"75-79 years"	"75-79"	"Oregon"	"41"	"2006"	"2006"	17	92923	18.295	4.437
	"75-79 years"	"75-79"	"Oregon"	"41"	"2007"	"2007"	18	92014	19.562	4.611
	"75-79 years"	"75-79"	"Oregon"	"41"	"2008"	"2008"	18	91390	19.696	4.642
	"75-79 years"	"75-79"	"Oregon"	"41"	"2009"	"2009"	34	91151	37.301	6.397
	"75-79 years"	"75-79"	"Oregon"	"41"	"2010"	"2010"	16	91614	17.465	4.366
	"75-79 years"	"75-79"	"Oregon"	"41"	"2012"	"2012"	20	94653	21.130	4.725
	"75-79 years"	"75-79"	"Oregon"	"41"	"2013"	"2013"	35	97687	35.829	6.056
	"75-79 years"	"75-79"	"Oregon"	"41"	"2014"	"2014"	25	102198	24.462	4.892
	"75-79 years"	"75-79"	"Oregon"	"41"	"2015"	"2015"	21	106578	19.704	4.300
	"75-79 years"	"75-79"	"Oregon"	"41"	"2016"	"2016"	22	111657	19.703	4.201
	"75-79 years"	"75-79"	"Oregon"	"41"	"2017"	"2017"	24	117839	20.367	4.157
	"75-79 years"	"75-79"	"Oregon"	"41"	"2018"	"2018"	32	127377	25.122	4.441
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"1999"	"1999"	88	419105	20.997	2.238
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2000"	"2000"	57	422459	13.492	1.787
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2001"	"2001"	91	421265	21.602	2.264
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2002"	"2002"	69	419509	16.448	1.980
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2003"	"2003"	71	419710	16.916	2.008
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2004"	"2004"	82	412662	19.871	2.194
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2005"	"2005"	70	406398	17.224	2.059
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2006"	"2006"	61	399346	15.275	1.956
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2007"	"2007"	59	390900	15.093	1.965
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2008"	"2008"	65	377806	17.205	2.134
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2009"	"2009"	72	366783	19.630	2.313
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2010"	"2010"	59	360498	16.366	2.131
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2011"	"2011"	57	356115	16.006	2.120
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2012"	"2012"	68	354368	19.189	2.327
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2013"	"2013"	75	358108	20.943	2.418
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2014"	"2014"	66	364073	18.128	2.231
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2015"	"2015"	73	366489	19.919	2.331
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2016"	"2016"	81	372923	21.720	2.413
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2017"	"2017"	78	385301	20.244	2.292
	"75-79 years"	"75-79"	"Pennsylvania"	"42"	"2018"	"2018"	104	406725	25.570	2.507
	"75-79 years"	"75-79"	"South Carolina"	"45"	"1999"	"1999"	27	99953	27.013	5.199
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2000"	"2000"	27	101973	26.478	5.096
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2001"	"2001"	18	102426	17.574	4.142
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2002"	"2002"	27	102356	26.379	5.077
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2003"	"2003"	25	103270	24.208	4.842
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2005"	"2005"	29	103812	27.935	5.187
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2006"	"2006"	24	105668	22.713	4.636
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2007"	"2007"	26	107322	24.226	4.751
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2008"	"2008"	24	109312	21.956	4.482
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2009"	"2009"	24	110805	21.660	4.421
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2010"	"2010"	29	113956	25.448	4.726
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2011"	"2011"	25	117466	21.283	4.257
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2012"	"2012"	22	120646	18.235	3.888
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2013"	"2013"	21	124838	16.822	3.671
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2014"	"2014"	42	129727	32.376	4.996
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2015"	"2015"	27	135045	19.993	3.848
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2016"	"2016"	34	142007	23.942	4.106
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2017"	"2017"	34	150675	22.565	3.870
	"75-79 years"	"75-79"	"South Carolina"	"45"	"2018"	"2018"	48	163027	29.443	4.250
	"75-79 years"	"75-79"	"Tennessee"	"47"	"1999"	"1999"	34	143728	23.656	4.057
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2000"	"2000"	25	145416	17.192	3.438
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2001"	"2001"	30	145915	20.560	3.754
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2002"	"2002"	34	145742	23.329	4.001
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2003"	"2003"	37	147023	25.166	4.137
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2004"	"2004"	43	146276	29.396	4.483
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2005"	"2005"	38	147467	25.768	4.180
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2006"	"2006"	37	149766	24.705	4.062
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2007"	"2007"	28	150965	18.547	3.505
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2008"	"2008"	32	152105	21.038	3.719
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2009"	"2009"	39	153016	25.488	4.081
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2010"	"2010"	29	155220	18.683	3.469
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2011"	"2011"	30	158378	18.942	3.458
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2012"	"2012"	44	160846	27.355	4.124
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2013"	"2013"	35	165291	21.175	3.579
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2014"	"2014"	44	170768	25.766	3.884
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2015"	"2015"	29	175563	16.518	3.067
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2016"	"2016"	42	180872	23.221	3.583
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2017"	"2017"	34	189125	17.978	3.083
	"75-79 years"	"75-79"	"Tennessee"	"47"	"2018"	"2018"	35	200712	17.438	2.948
	"75-79 years"	"75-79"	"Texas"	"48"	"1999"	"1999"	94	416805	22.553	2.326
	"75-79 years"	"75-79"	"Texas"	"48"	"2000"	"2000"	88	426356	20.640	2.200
	"75-79 years"	"75-79"	"Texas"	"48"	"2001"	"2001"	79	431577	18.305	2.059
	"75-79 years"	"75-79"	"Texas"	"48"	"2002"	"2002"	98	435031	22.527	2.276
	"75-79 years"	"75-79"	"Texas"	"48"	"2003"	"2003"	84	439310	19.121	2.086
	"75-79 years"	"75-79"	"Texas"	"48"	"2004"	"2004"	79	442498	17.853	2.009
	"75-79 years"	"75-79"	"Texas"	"48"	"2005"	"2005"	107	450445	23.754	2.296
	"75-79 years"	"75-79"	"Texas"	"48"	"2006"	"2006"	103	459482	22.417	2.209
	"75-79 years"	"75-79"	"Texas"	"48"	"2007"	"2007"	72	462602	15.564	1.834
	"75-79 years"	"75-79"	"Texas"	"48"	"2008"	"2008"	87	466994	18.630	1.997
	"75-79 years"	"75-79"	"Texas"	"48"	"2009"	"2009"	93	471366	19.730	2.046
	"75-79 years"	"75-79"	"Texas"	"48"	"2010"	"2010"	79	478736	16.502	1.857
	"75-79 years"	"75-79"	"Texas"	"48"	"2011"	"2011"	78	488559	15.965	1.808
	"75-79 years"	"75-79"	"Texas"	"48"	"2012"	"2012"	83	498723	16.643	1.827
	"75-79 years"	"75-79"	"Texas"	"48"	"2013"	"2013"	109	512717	21.259	2.036
	"75-79 years"	"75-79"	"Texas"	"48"	"2014"	"2014"	110	528365	20.819	1.985
	"75-79 years"	"75-79"	"Texas"	"48"	"2015"	"2015"	103	543195	18.962	1.868
	"75-79 years"	"75-79"	"Texas"	"48"	"2016"	"2016"	112	564053	19.856	1.876
	"75-79 years"	"75-79"	"Texas"	"48"	"2017"	"2017"	128	589341	21.719	1.920
	"75-79 years"	"75-79"	"Texas"	"48"	"2018"	"2018"	111	625614	17.743	1.684
	"75-79 years"	"75-79"	"Utah"	"49"	"2016"	"2016"	18	54888	32.794	7.730
	"75-79 years"	"75-79"	"Utah"	"49"	"2017"	"2017"	22	57469	38.282	8.162
	"75-79 years"	"75-79"	"Utah"	"49"	"2018"	"2018"	16	61767	25.904	6.476
	"75-79 years"	"75-79"	"Virginia"	"51"	"1999"	"1999"	32	163616	19.558	3.457
	"75-79 years"	"75-79"	"Virginia"	"51"	"2000"	"2000"	35	166994	20.959	3.543
	"75-79 years"	"75-79"	"Virginia"	"51"	"2001"	"2001"	31	168096	18.442	3.312
	"75-79 years"	"75-79"	"Virginia"	"51"	"2002"	"2002"	33	168473	19.588	3.410
	"75-79 years"	"75-79"	"Virginia"	"51"	"2003"	"2003"	31	169991	18.236	3.275
	"75-79 years"	"75-79"	"Virginia"	"51"	"2004"	"2004"	25	169681	14.734	2.947
	"75-79 years"	"75-79"	"Virginia"	"51"	"2005"	"2005"	28	171644	16.313	3.083
	"75-79 years"	"75-79"	"Virginia"	"51"	"2006"	"2006"	20	172542	11.591	2.592
	"75-79 years"	"75-79"	"Virginia"	"51"	"2007"	"2007"	31	172382	17.983	3.230
	"75-79 years"	"75-79"	"Virginia"	"51"	"2008"	"2008"	35	172534	20.286	3.429
	"75-79 years"	"75-79"	"Virginia"	"51"	"2009"	"2009"	29	172582	16.804	3.120
	"75-79 years"	"75-79"	"Virginia"	"51"	"2010"	"2010"	37	174323	21.225	3.489
	"75-79 years"	"75-79"	"Virginia"	"51"	"2011"	"2011"	26	177283	14.666	2.876
	"75-79 years"	"75-79"	"Virginia"	"51"	"2012"	"2012"	30	181388	16.539	3.020
	"75-79 years"	"75-79"	"Virginia"	"51"	"2013"	"2013"	34	186944	18.187	3.119
	"75-79 years"	"75-79"	"Virginia"	"51"	"2014"	"2014"	39	194232	20.079	3.215
	"75-79 years"	"75-79"	"Virginia"	"51"	"2015"	"2015"	39	200928	19.410	3.108
	"75-79 years"	"75-79"	"Virginia"	"51"	"2016"	"2016"	50	208902	23.935	3.385
	"75-79 years"	"75-79"	"Virginia"	"51"	"2017"	"2017"	48	219678	21.850	3.154
	"75-79 years"	"75-79"	"Virginia"	"51"	"2018"	"2018"	53	235082	22.545	3.097
	"75-79 years"	"75-79"	"Washington"	"53"	"1999"	"1999"	41	141946	28.884	4.511
	"75-79 years"	"75-79"	"Washington"	"53"	"2000"	"2000"	35	143112	24.456	4.134
	"75-79 years"	"75-79"	"Washington"	"53"	"2001"	"2001"	33	142072	23.228	4.043
	"75-79 years"	"75-79"	"Washington"	"53"	"2002"	"2002"	37	140946	26.251	4.316
	"75-79 years"	"75-79"	"Washington"	"53"	"2003"	"2003"	37	140295	26.373	4.336
	"75-79 years"	"75-79"	"Washington"	"53"	"2004"	"2004"	43	139356	30.856	4.706
	"75-79 years"	"75-79"	"Washington"	"53"	"2005"	"2005"	40	139285	28.718	4.541
	"75-79 years"	"75-79"	"Washington"	"53"	"2006"	"2006"	29	140189	20.686	3.841
	"75-79 years"	"75-79"	"Washington"	"53"	"2007"	"2007"	31	139974	22.147	3.978
	"75-79 years"	"75-79"	"Washington"	"53"	"2008"	"2008"	34	139859	24.310	4.169
	"75-79 years"	"75-79"	"Washington"	"53"	"2009"	"2009"	30	140632	21.332	3.895
	"75-79 years"	"75-79"	"Washington"	"53"	"2010"	"2010"	26	142172	18.288	3.587
	"75-79 years"	"75-79"	"Washington"	"53"	"2011"	"2011"	29	144110	20.124	3.737
	"75-79 years"	"75-79"	"Washington"	"53"	"2012"	"2012"	34	147467	23.056	3.954
	"75-79 years"	"75-79"	"Washington"	"53"	"2013"	"2013"	31	152794	20.289	3.644
	"75-79 years"	"75-79"	"Washington"	"53"	"2014"	"2014"	29	159240	18.212	3.382
	"75-79 years"	"75-79"	"Washington"	"53"	"2015"	"2015"	41	165539	24.768	3.868
	"75-79 years"	"75-79"	"Washington"	"53"	"2016"	"2016"	41	173380	23.647	3.693
	"75-79 years"	"75-79"	"Washington"	"53"	"2017"	"2017"	41	183456	22.349	3.490
	"75-79 years"	"75-79"	"Washington"	"53"	"2018"	"2018"	54	197799	27.300	3.715
	"75-79 years"	"75-79"	"West Virginia"	"54"	"2010"	"2010"	16	54676	29.263	7.316
	"75-79 years"	"75-79"	"West Virginia"	"54"	"2014"	"2014"	16	58903	27.163	6.791
	"75-79 years"	"75-79"	"West Virginia"	"54"	"2015"	"2015"	16	59276	26.992	6.748
	"75-79 years"	"75-79"	"West Virginia"	"54"	"2018"	"2018"	16	64188	24.927	6.232
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"1999"	"1999"	25	145784	17.149	3.430
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2000"	"2000"	31	146959	21.094	3.789
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2001"	"2001"	33	146628	22.506	3.918
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2002"	"2002"	20	147535	13.556	3.031
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2003"	"2003"	27	147986	18.245	3.511
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2004"	"2004"	28	147480	18.986	3.588
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2005"	"2005"	36	147951	24.332	4.055
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2006"	"2006"	31	148427	20.886	3.751
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2007"	"2007"	36	146580	24.560	4.093
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2008"	"2008"	30	144492	20.762	3.791
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2009"	"2009"	32	142128	22.515	3.980
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2010"	"2010"	32	140946	22.704	4.013
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2011"	"2011"	38	140998	26.951	4.372
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2012"	"2012"	26	142256	18.277	3.584
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2013"	"2013"	34	145008	23.447	4.021
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2014"	"2014"	43	148943	28.870	4.403
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2015"	"2015"	37	150481	24.588	4.042
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2016"	"2016"	42	153519	27.358	4.221
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2017"	"2017"	33	159343	20.710	3.605
	"75-79 years"	"75-79"	"Wisconsin"	"55"	"2018"	"2018"	35	168647	20.753	3.508
	"80-84 years"	"80-84"	"Alabama"	"01"	"2000"	"2000"	27	78201	34.526	6.645
	"80-84 years"	"80-84"	"Alabama"	"01"	"2001"	"2001"	19	79883	23.785	5.457
	"80-84 years"	"80-84"	"Alabama"	"01"	"2003"	"2003"	24	83097	28.882	5.895
	"80-84 years"	"80-84"	"Alabama"	"01"	"2004"	"2004"	21	84290	24.914	5.437
	"80-84 years"	"80-84"	"Alabama"	"01"	"2005"	"2005"	21	84706	24.792	5.410
	"80-84 years"	"80-84"	"Alabama"	"01"	"2007"	"2007"	19	86812	21.886	5.021
	"80-84 years"	"80-84"	"Alabama"	"01"	"2008"	"2008"	24	88254	27.194	5.551
	"80-84 years"	"80-84"	"Alabama"	"01"	"2009"	"2009"	32	88283	36.247	6.408
	"80-84 years"	"80-84"	"Alabama"	"01"	"2010"	"2010"	25	89202	28.026	5.605
	"80-84 years"	"80-84"	"Alabama"	"01"	"2011"	"2011"	23	90037	25.545	5.327
	"80-84 years"	"80-84"	"Alabama"	"01"	"2012"	"2012"	28	90347	30.992	5.857
	"80-84 years"	"80-84"	"Alabama"	"01"	"2013"	"2013"	31	90317	34.324	6.165
	"80-84 years"	"80-84"	"Alabama"	"01"	"2014"	"2014"	18	90999	19.780	4.662
	"80-84 years"	"80-84"	"Alabama"	"01"	"2015"	"2015"	27	92131	29.306	5.640
	"80-84 years"	"80-84"	"Alabama"	"01"	"2016"	"2016"	20	93897	21.300	4.763
	"80-84 years"	"80-84"	"Alabama"	"01"	"2017"	"2017"	21	95158	22.069	4.816
	"80-84 years"	"80-84"	"Alabama"	"01"	"2018"	"2018"	28	98163	28.524	5.391
	"80-84 years"	"80-84"	"Arizona"	"04"	"1999"	"1999"	25	89282	28.001	5.600
	"80-84 years"	"80-84"	"Arizona"	"04"	"2000"	"2000"	22	92262	23.845	5.084
	"80-84 years"	"80-84"	"Arizona"	"04"	"2001"	"2001"	16	96357	16.605	4.151
	"80-84 years"	"80-84"	"Arizona"	"04"	"2002"	"2002"	17	100369	16.938	4.108
	"80-84 years"	"80-84"	"Arizona"	"04"	"2004"	"2004"	17	106529	15.958	3.870
	"80-84 years"	"80-84"	"Arizona"	"04"	"2005"	"2005"	24	110622	21.696	4.429
	"80-84 years"	"80-84"	"Arizona"	"04"	"2006"	"2006"	19	112528	16.885	3.874
	"80-84 years"	"80-84"	"Arizona"	"04"	"2007"	"2007"	22	113548	19.375	4.131
	"80-84 years"	"80-84"	"Arizona"	"04"	"2008"	"2008"	31	115594	26.818	4.817
	"80-84 years"	"80-84"	"Arizona"	"04"	"2009"	"2009"	22	116341	18.910	4.032
	"80-84 years"	"80-84"	"Arizona"	"04"	"2010"	"2010"	19	119421	15.910	3.650
	"80-84 years"	"80-84"	"Arizona"	"04"	"2011"	"2011"	19	122613	15.496	3.555
	"80-84 years"	"80-84"	"Arizona"	"04"	"2012"	"2012"	29	125255	23.153	4.299
	"80-84 years"	"80-84"	"Arizona"	"04"	"2013"	"2013"	29	127418	22.760	4.226
	"80-84 years"	"80-84"	"Arizona"	"04"	"2014"	"2014"	28	129503	21.621	4.086
	"80-84 years"	"80-84"	"Arizona"	"04"	"2015"	"2015"	35	133260	26.264	4.440
	"80-84 years"	"80-84"	"Arizona"	"04"	"2016"	"2016"	36	137812	26.123	4.354
