"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Childhood Cancers"	"Childhood Cancers Code"	Count	Population	Age-Adjusted Rate
	"Texas"	"48"	"2014"	"2014"	"III(d) Other gliomas"	"34"	63	7895768	7.953
	"Texas"	"48"	"2014"	"2014"	"IV Sympathetic nervous system tumors"	"40"	62	7895768	7.644
	"Texas"	"48"	"2014"	"2014"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	59	7895768	7.258
	"Texas"	"48"	"2014"	"2014"	"V Retinoblastoma"	"50"	25	7895768	3.070
	"Texas"	"48"	"2014"	"2014"	"VI Renal tumors"	"60"	57	7895768	7.057
	"Texas"	"48"	"2014"	"2014"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	53	7895768	6.549
	"Texas"	"48"	"2014"	"2014"	"VII Hepatic tumor"	"70"	26	7895768	3.241
	"Texas"	"48"	"2014"	"2014"	"VII(a) Hepatoblastoma"	"71"	20	7895768	2.458
	"Texas"	"48"	"2014"	"2014"	"VIII Malignant bone tumors"	"80"	66	7895768	8.471
	"Texas"	"48"	"2014"	"2014"	"VIII(a) Osteosarcomas"	"81"	32	7895768	4.101
	"Texas"	"48"	"2014"	"2014"	"VIII(c) Ewing tumor and related sarcomas of bone"	"83"	22	7895768	2.825
	"Texas"	"48"	"2014"	"2014"	"IX Soft-tissue sarcomas"	"90"	94	7895768	11.896
	"Texas"	"48"	"2014"	"2014"	"IX(a) Rhabdomyosarcomas"	"91"	34	7895768	4.265
	"Texas"	"48"	"2014"	"2014"	"IX(d) Other specified soft tissue sarcomas"	"94"	31	7895768	3.957
	"Texas"	"48"	"2014"	"2014"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	99	7895768	12.762
	"Texas"	"48"	"2014"	"2014"	"X(b) Extracranial & extragonadal germ cell tumors"	"102"	16	7895768	2.002
	"Texas"	"48"	"2014"	"2014"	"X(c) Malignant gonadal germ cell tumors"	"103"	56	7895768	7.286
	"Texas"	"48"	"2014"	"2014"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	150	7895768	19.453
	"Texas"	"48"	"2014"	"2014"	"XI(b) Thyroid carcinomas"	"112"	78	7895768	10.156
	"Texas"	"48"	"2014"	"2014"	"XI(d) Malignant melanomas"	"114"	18	7895768	2.331
	"Texas"	"48"	"2014"	"2014"	"XI(f) Other and unspecified carcinomas"	"116"	52	7895768	6.712
	"Texas"	"48"	"2015"	"2015"	"All Childhood Invasive Cancer Sites Combined"	"0"	1587	7998160	198.026
	"Texas"	"48"	"2015"	"2015"	"I Leukemia"	"10"	472	7998160	58.465
	"Texas"	"48"	"2015"	"2015"	"I(a) Lymphoid leukemias"	"11"	309	7998160	38.174
	"Texas"	"48"	"2015"	"2015"	"I(b) Acute myeloid leukemias"	"12"	75	7998160	9.341
	"Texas"	"48"	"2015"	"2015"	"I(c) Chronic myeloproliferative diseases"	"13"	46	7998160	5.727
	"Texas"	"48"	"2015"	"2015"	"I(e) Unspecified and other specified leukemias"	"15"	29	7998160	3.623
	"Texas"	"48"	"2015"	"2015"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	226	7998160	28.424
	"Texas"	"48"	"2015"	"2015"	"II(a) Hodgkin lymphomas"	"21"	82	7998160	10.476
	"Texas"	"48"	"2015"	"2015"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	60	7998160	7.544
	"Texas"	"48"	"2015"	"2015"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	64	7998160	7.885
	"Texas"	"48"	"2015"	"2015"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	264	7998160	32.770
	"Texas"	"48"	"2015"	"2015"	"III(a) Ependymomas and choroid plexus tumor"	"31"	26	7998160	3.211
	"Texas"	"48"	"2015"	"2015"	"III(b) Astrocytomas"	"32"	129	7998160	16.008
	"Texas"	"48"	"2015"	"2015"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	49	7998160	6.022
	"Texas"	"48"	"2015"	"2015"	"III(d) Other gliomas"	"34"	49	7998160	6.136
	"Texas"	"48"	"2015"	"2015"	"IV Sympathetic nervous system tumors"	"40"	67	7998160	8.161
	"Texas"	"48"	"2015"	"2015"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	65	7998160	7.908
	"Texas"	"48"	"2015"	"2015"	"V Retinoblastoma"	"50"	30	7998160	3.624
	"Texas"	"48"	"2015"	"2015"	"VI Renal tumors"	"60"	44	7998160	5.372
	"Texas"	"48"	"2015"	"2015"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	38	7998160	4.614
	"Texas"	"48"	"2015"	"2015"	"VII Hepatic tumor"	"70"	26	7998160	3.158
	"Texas"	"48"	"2015"	"2015"	"VII(a) Hepatoblastoma"	"71"	23	7998160	2.787
	"Texas"	"48"	"2015"	"2015"	"VIII Malignant bone tumors"	"80"	94	7998160	11.851
	"Texas"	"48"	"2015"	"2015"	"VIII(a) Osteosarcomas"	"81"	50	7998160	6.313
	"Texas"	"48"	"2015"	"2015"	"VIII(c) Ewing tumor and related sarcomas of bone"	"83"	29	7998160	3.664
	"Texas"	"48"	"2015"	"2015"	"IX Soft-tissue sarcomas"	"90"	92	7998160	11.517
	"Texas"	"48"	"2015"	"2015"	"IX(a) Rhabdomyosarcomas"	"91"	37	7998160	4.551
	"Texas"	"48"	"2015"	"2015"	"IX(d) Other specified soft tissue sarcomas"	"94"	37	7998160	4.697
	"Texas"	"48"	"2015"	"2015"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	105	7998160	13.370
	"Texas"	"48"	"2015"	"2015"	"X(c) Malignant gonadal germ cell tumors"	"103"	69	7998160	8.810
	"Texas"	"48"	"2015"	"2015"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	159	7998160	20.315
	"Texas"	"48"	"2015"	"2015"	"XI(b) Thyroid carcinomas"	"112"	78	7998160	9.990
	"Texas"	"48"	"2015"	"2015"	"XI(d) Malignant melanomas"	"114"	20	7998160	2.549
	"Texas"	"48"	"2015"	"2015"	"XI(f) Other and unspecified carcinomas"	"116"	58	7998160	7.389
	"Texas"	"48"	"2016"	"2016"	"All Childhood Invasive Cancer Sites Combined"	"0"	1571	8081802	194.153
	"Texas"	"48"	"2016"	"2016"	"I Leukemia"	"10"	475	8081802	58.443
	"Texas"	"48"	"2016"	"2016"	"I(a) Lymphoid leukemias"	"11"	332	8081802	40.763
	"Texas"	"48"	"2016"	"2016"	"I(b) Acute myeloid leukemias"	"12"	76	8081802	9.371
	"Texas"	"48"	"2016"	"2016"	"I(c) Chronic myeloproliferative diseases"	"13"	37	8081802	4.612
	"Texas"	"48"	"2016"	"2016"	"I(e) Unspecified and other specified leukemias"	"15"	23	8081802	2.835
	"Texas"	"48"	"2016"	"2016"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	225	8081802	27.988
	"Texas"	"48"	"2016"	"2016"	"II(a) Hodgkin lymphomas"	"21"	84	8081802	10.541
	"Texas"	"48"	"2016"	"2016"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	76	8081802	9.474
	"Texas"	"48"	"2016"	"2016"	"II(c) Burkitt lymphoma"	"23"	16	8081802	1.971
	"Texas"	"48"	"2016"	"2016"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	47	8081802	5.750
	"Texas"	"48"	"2016"	"2016"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	270	8081802	33.184
	"Texas"	"48"	"2016"	"2016"	"III(a) Ependymomas and choroid plexus tumor"	"31"	16	8081802	1.947
	"Texas"	"48"	"2016"	"2016"	"III(b) Astrocytomas"	"32"	121	8081802	14.915
	"Texas"	"48"	"2016"	"2016"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	56	8081802	6.832
	"Texas"	"48"	"2016"	"2016"	"III(d) Other gliomas"	"34"	58	8081802	7.157
	"Texas"	"48"	"2016"	"2016"	"IV Sympathetic nervous system tumors"	"40"	57	8081802	6.900
	"Texas"	"48"	"2016"	"2016"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	54	8081802	6.521
	"Texas"	"48"	"2016"	"2016"	"V Retinoblastoma"	"50"	32	8081802	3.848
	"Texas"	"48"	"2016"	"2016"	"VI Renal tumors"	"60"	43	8081802	5.236
	"Texas"	"48"	"2016"	"2016"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	39	8081802	4.732
	"Texas"	"48"	"2016"	"2016"	"VII Hepatic tumor"	"70"	28	8081802	3.388
	"Texas"	"48"	"2016"	"2016"	"VII(a) Hepatoblastoma"	"71"	26	8081802	3.136
	"Texas"	"48"	"2016"	"2016"	"VIII Malignant bone tumors"	"80"	69	8081802	8.635
	"Texas"	"48"	"2016"	"2016"	"VIII(a) Osteosarcomas"	"81"	33	8081802	4.144
	"Texas"	"48"	"2016"	"2016"	"VIII(c) Ewing tumor and related sarcomas of bone"	"83"	25	8081802	3.120
	"Texas"	"48"	"2016"	"2016"	"IX Soft-tissue sarcomas"	"90"	92	8081802	11.389
	"Texas"	"48"	"2016"	"2016"	"IX(a) Rhabdomyosarcomas"	"91"	39	8081802	4.816
	"Texas"	"48"	"2016"	"2016"	"IX(d) Other specified soft tissue sarcomas"	"94"	33	8081802	4.099
	"Texas"	"48"	"2016"	"2016"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	108	8081802	13.517
	"Texas"	"48"	"2016"	"2016"	"X(b) Extracranial & extragonadal germ cell tumors"	"102"	18	8081802	2.195
	"Texas"	"48"	"2016"	"2016"	"X(c) Malignant gonadal germ cell tumors"	"103"	66	8081802	8.314
	"Texas"	"48"	"2016"	"2016"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	160	8081802	20.127
	"Texas"	"48"	"2016"	"2016"	"XI(b) Thyroid carcinomas"	"112"	73	8081802	9.206
	"Texas"	"48"	"2016"	"2016"	"XI(d) Malignant melanomas"	"114"	22	8081802	2.738
	"Texas"	"48"	"2016"	"2016"	"XI(f) Other and unspecified carcinomas"	"116"	60	8081802	7.558
	"Texas"	"48"	"2017"	"2017"	"All Childhood Invasive Cancer Sites Combined"	"0"	1529	8140364	187.614
	"Texas"	"48"	"2017"	"2017"	"I Leukemia"	"10"	442	8140364	53.921
	"Texas"	"48"	"2017"	"2017"	"I(a) Lymphoid leukemias"	"11"	322	8140364	39.143
	"Texas"	"48"	"2017"	"2017"	"I(b) Acute myeloid leukemias"	"12"	60	8140364	7.376
	"Texas"	"48"	"2017"	"2017"	"I(c) Chronic myeloproliferative diseases"	"13"	25	8140364	3.099
	"Texas"	"48"	"2017"	"2017"	"I(e) Unspecified and other specified leukemias"	"15"	23	8140364	2.828
	"Texas"	"48"	"2017"	"2017"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	248	8140364	30.618
	"Texas"	"48"	"2017"	"2017"	"II(a) Hodgkin lymphomas"	"21"	94	8140364	11.681
	"Texas"	"48"	"2017"	"2017"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	73	8140364	9.013
	"Texas"	"48"	"2017"	"2017"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	61	8140364	7.450
	"Texas"	"48"	"2017"	"2017"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	251	8140364	30.632
	"Texas"	"48"	"2017"	"2017"	"III(a) Ependymomas and choroid plexus tumor"	"31"	32	8140364	3.870
	"Texas"	"48"	"2017"	"2017"	"III(b) Astrocytomas"	"32"	127	8140364	15.503
	"Texas"	"48"	"2017"	"2017"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	38	8140364	4.628
	"Texas"	"48"	"2017"	"2017"	"III(d) Other gliomas"	"34"	44	8140364	5.401
	"Texas"	"48"	"2017"	"2017"	"IV Sympathetic nervous system tumors"	"40"	66	8140364	7.992
	"Texas"	"48"	"2017"	"2017"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	63	8140364	7.620
	"Texas"	"48"	"2017"	"2017"	"V Retinoblastoma"	"50"	30	8140364	3.628
	"Texas"	"48"	"2017"	"2017"	"VI Renal tumors"	"60"	40	8140364	4.843
	"Texas"	"48"	"2017"	"2017"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	34	8140364	4.093
	"Texas"	"48"	"2017"	"2017"	"VII Hepatic tumor"	"70"	27	8140364	3.274
	"Texas"	"48"	"2017"	"2017"	"VII(a) Hepatoblastoma"	"71"	20	8140364	2.404
	"Texas"	"48"	"2017"	"2017"	"VIII Malignant bone tumors"	"80"	75	8140364	9.294
	"Texas"	"48"	"2017"	"2017"	"VIII(a) Osteosarcomas"	"81"	43	8140364	5.329
	"Texas"	"48"	"2017"	"2017"	"VIII(c) Ewing tumor and related sarcomas of bone"	"83"	21	8140364	2.598
	"Texas"	"48"	"2017"	"2017"	"IX Soft-tissue sarcomas"	"90"	83	8140364	10.197
	"Texas"	"48"	"2017"	"2017"	"IX(a) Rhabdomyosarcomas"	"91"	39	8140364	4.776
	"Texas"	"48"	"2017"	"2017"	"IX(d) Other specified soft tissue sarcomas"	"94"	28	8140364	3.457
	"Texas"	"48"	"2017"	"2017"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	119	8140364	14.781
	"Texas"	"48"	"2017"	"2017"	"X(a) Intracranial & intraspinal germ cell tumors"	"101"	26	8140364	3.215
	"Texas"	"48"	"2017"	"2017"	"X(c) Malignant gonadal germ cell tumors"	"103"	78	8140364	9.716
	"Texas"	"48"	"2017"	"2017"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	139	8140364	17.330
	"Texas"	"48"	"2017"	"2017"	"XI(b) Thyroid carcinomas"	"112"	59	8140364	7.369
	"Texas"	"48"	"2017"	"2017"	"XI(d) Malignant melanomas"	"114"	17	8140364	2.118
	"Texas"	"48"	"2017"	"2017"	"XI(f) Other and unspecified carcinomas"	"116"	55	8140364	6.852
	"Texas"	"48"	"2018"	"2018"	"All Childhood Invasive Cancer Sites Combined"	"0"	1529	8173708	187.089
	"Texas"	"48"	"2018"	"2018"	"I Leukemia"	"10"	458	8173708	55.711
	"Texas"	"48"	"2018"	"2018"	"I(a) Lymphoid leukemias"	"11"	327	8173708	39.645
	"Texas"	"48"	"2018"	"2018"	"I(b) Acute myeloid leukemias"	"12"	72	8173708	8.802
	"Texas"	"48"	"2018"	"2018"	"I(c) Chronic myeloproliferative diseases"	"13"	24	8173708	2.968
	"Texas"	"48"	"2018"	"2018"	"I(e) Unspecified and other specified leukemias"	"15"	27	8173708	3.306
	"Texas"	"48"	"2018"	"2018"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	216	8173708	26.513
	"Texas"	"48"	"2018"	"2018"	"II(a) Hodgkin lymphomas"	"21"	99	8173708	12.177
	"Texas"	"48"	"2018"	"2018"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	62	8173708	7.602
	"Texas"	"48"	"2018"	"2018"	"II(c) Burkitt lymphoma"	"23"	17	8173708	2.071
	"Texas"	"48"	"2018"	"2018"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	36	8173708	4.417
	"Texas"	"48"	"2018"	"2018"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	212	8173708	25.898
	"Texas"	"48"	"2018"	"2018"	"III(a) Ependymomas and choroid plexus tumor"	"31"	24	8173708	2.933
	"Texas"	"48"	"2018"	"2018"	"III(b) Astrocytomas"	"32"	96	8173708	11.742
	"Texas"	"48"	"2018"	"2018"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	34	8173708	4.130
	"Texas"	"48"	"2018"	"2018"	"III(d) Other gliomas"	"34"	44	8173708	5.384
	"Texas"	"48"	"2018"	"2018"	"IV Sympathetic nervous system tumors"	"40"	57	8173708	6.972
	"Texas"	"48"	"2018"	"2018"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	55	8173708	6.724
	"Texas"	"48"	"2018"	"2018"	"V Retinoblastoma"	"50"	32	8173708	3.927
	"Texas"	"48"	"2018"	"2018"	"VI Renal tumors"	"60"	55	8173708	6.717
	"Texas"	"48"	"2018"	"2018"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	47	8173708	5.728
	"Texas"	"48"	"2018"	"2018"	"VII Hepatic tumor"	"70"	24	8173708	2.912
	"Texas"	"48"	"2018"	"2018"	"VII(a) Hepatoblastoma"	"71"	20	8173708	2.419
	"Texas"	"48"	"2018"	"2018"	"VIII Malignant bone tumors"	"80"	79	8173708	9.695
	"Texas"	"48"	"2018"	"2018"	"VIII(a) Osteosarcomas"	"81"	40	8173708	4.914
	"Texas"	"48"	"2018"	"2018"	"VIII(c) Ewing tumor and related sarcomas of bone"	"83"	31	8173708	3.807
	"Texas"	"48"	"2018"	"2018"	"IX Soft-tissue sarcomas"	"90"	80	8173708	9.816
	"Texas"	"48"	"2018"	"2018"	"IX(a) Rhabdomyosarcomas"	"91"	34	8173708	4.149
	"Texas"	"48"	"2018"	"2018"	"IX(d) Other specified soft tissue sarcomas"	"94"	30	8173708	3.687
	"Texas"	"48"	"2018"	"2018"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	108	8173708	13.300
	"Texas"	"48"	"2018"	"2018"	"X(a) Intracranial & intraspinal germ cell tumors"	"101"	17	8173708	2.086
	"Texas"	"48"	"2018"	"2018"	"X(c) Malignant gonadal germ cell tumors"	"103"	77	8173708	9.488
	"Texas"	"48"	"2018"	"2018"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	185	8173708	22.801
	"Texas"	"48"	"2018"	"2018"	"XI(b) Thyroid carcinomas"	"112"	105	8173708	12.948
	"Texas"	"48"	"2018"	"2018"	"XI(d) Malignant melanomas"	"114"	18	8173708	2.206
	"Texas"	"48"	"2018"	"2018"	"XI(f) Other and unspecified carcinomas"	"116"	58	8173708	7.157
	"Utah"	"49"	"1999"	"1999"	"All Childhood Invasive Cancer Sites Combined"	"0"	129	808255	158.413
	"Utah"	"49"	"1999"	"1999"	"I Leukemia"	"10"	32	808255	38.886
	"Utah"	"49"	"1999"	"1999"	"I(a) Lymphoid leukemias"	"11"	25	808255	30.709
	"Utah"	"49"	"1999"	"1999"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	18	808255	22.623
	"Utah"	"49"	"1999"	"1999"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	24	808255	29.696
	"Utah"	"49"	"2000"	"2000"	"All Childhood Invasive Cancer Sites Combined"	"0"	146	814633	175.974
	"Utah"	"49"	"2000"	"2000"	"I Leukemia"	"10"	40	814633	48.274
	"Utah"	"49"	"2000"	"2000"	"I(a) Lymphoid leukemias"	"11"	28	814633	34.281
	"Utah"	"49"	"2000"	"2000"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	17	814633	21.065
	"Utah"	"49"	"2000"	"2000"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	21	814633	25.745
	"Utah"	"49"	"2000"	"2000"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	18	814633	21.732
	"Utah"	"49"	"2001"	"2001"	"All Childhood Invasive Cancer Sites Combined"	"0"	138	819288	167.390
	"Utah"	"49"	"2001"	"2001"	"I Leukemia"	"10"	25	819288	29.803
	"Utah"	"49"	"2001"	"2001"	"I(a) Lymphoid leukemias"	"11"	16	819288	19.346
	"Utah"	"49"	"2001"	"2001"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	31	819288	38.074
	"Utah"	"49"	"2001"	"2001"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	18	819288	21.967
	"Utah"	"49"	"2002"	"2002"	"All Childhood Invasive Cancer Sites Combined"	"0"	144	823859	171.685
	"Utah"	"49"	"2002"	"2002"	"I Leukemia"	"10"	41	823859	47.867
	"Utah"	"49"	"2002"	"2002"	"I(a) Lymphoid leukemias"	"11"	31	823859	36.379
	"Utah"	"49"	"2002"	"2002"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	36	823859	44.401
	"Utah"	"49"	"2002"	"2002"	"III(b) Astrocytomas"	"32"	17	823859	21.289
	"Utah"	"49"	"2003"	"2003"	"All Childhood Invasive Cancer Sites Combined"	"0"	148	829424	175.004
	"Utah"	"49"	"2003"	"2003"	"I Leukemia"	"10"	37	829424	43.330
	"Utah"	"49"	"2003"	"2003"	"I(a) Lymphoid leukemias"	"11"	24	829424	28.213
	"Utah"	"49"	"2003"	"2003"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	18	829424	22.452
	"Utah"	"49"	"2003"	"2003"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	32	829424	38.246
	"Utah"	"49"	"2003"	"2003"	"III(b) Astrocytomas"	"32"	19	829424	22.996
	"Utah"	"49"	"2003"	"2003"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	17	829424	20.514
	"Utah"	"49"	"2004"	"2004"	"All Childhood Invasive Cancer Sites Combined"	"0"	138	839214	162.085
	"Utah"	"49"	"2004"	"2004"	"I Leukemia"	"10"	35	839214	40.533
	"Utah"	"49"	"2004"	"2004"	"I(a) Lymphoid leukemias"	"11"	29	839214	33.418
	"Utah"	"49"	"2004"	"2004"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	21	839214	25.664
	"Utah"	"49"	"2004"	"2004"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	26	839214	30.624
	"Utah"	"49"	"2005"	"2005"	"All Childhood Invasive Cancer Sites Combined"	"0"	160	854507	184.629
	"Utah"	"49"	"2005"	"2005"	"I Leukemia"	"10"	39	854507	44.047
	"Utah"	"49"	"2005"	"2005"	"I(a) Lymphoid leukemias"	"11"	35	854507	39.018
	"Utah"	"49"	"2005"	"2005"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	22	854507	26.935
	"Utah"	"49"	"2005"	"2005"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	37	854507	42.169
	"Utah"	"49"	"2005"	"2005"	"III(b) Astrocytomas"	"32"	24	854507	28.250
	"Utah"	"49"	"2006"	"2006"	"All Childhood Invasive Cancer Sites Combined"	"0"	153	876494	172.902
	"Utah"	"49"	"2006"	"2006"	"I Leukemia"	"10"	32	876494	35.790
	"Utah"	"49"	"2006"	"2006"	"I(a) Lymphoid leukemias"	"11"	22	876494	24.849
	"Utah"	"49"	"2006"	"2006"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	22	876494	25.935
	"Utah"	"49"	"2006"	"2006"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	35	876494	39.163
	"Utah"	"49"	"2006"	"2006"	"III(b) Astrocytomas"	"32"	20	876494	22.328
	"Utah"	"49"	"2006"	"2006"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	18	876494	21.586
	"Utah"	"49"	"2007"	"2007"	"All Childhood Invasive Cancer Sites Combined"	"0"	167	903708	183.567
	"Utah"	"49"	"2007"	"2007"	"I Leukemia"	"10"	36	903708	38.592
	"Utah"	"49"	"2007"	"2007"	"I(a) Lymphoid leukemias"	"11"	27	903708	28.992
	"Utah"	"49"	"2007"	"2007"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	17	903708	19.722
	"Utah"	"49"	"2007"	"2007"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	28	903708	30.920
	"Utah"	"49"	"2007"	"2007"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	17	903708	19.521
	"Utah"	"49"	"2008"	"2008"	"All Childhood Invasive Cancer Sites Combined"	"0"	183	927945	194.104
	"Utah"	"49"	"2008"	"2008"	"I Leukemia"	"10"	46	927945	47.850
	"Utah"	"49"	"2008"	"2008"	"I(a) Lymphoid leukemias"	"11"	35	927945	36.380
	"Utah"	"49"	"2008"	"2008"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	19	927945	21.323
	"Utah"	"49"	"2008"	"2008"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	39	927945	40.585
	"Utah"	"49"	"2008"	"2008"	"III(b) Astrocytomas"	"32"	23	927945	24.175
	"Utah"	"49"	"2008"	"2008"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	16	927945	17.286
	"Utah"	"49"	"2008"	"2008"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	18	927945	20.716
	"Utah"	"49"	"2009"	"2009"	"All Childhood Invasive Cancer Sites Combined"	"0"	168	949690	176.147
	"Utah"	"49"	"2009"	"2009"	"I Leukemia"	"10"	36	949690	36.427
	"Utah"	"49"	"2009"	"2009"	"I(a) Lymphoid leukemias"	"11"	21	949690	20.599
	"Utah"	"49"	"2009"	"2009"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	18	949690	20.005
	"Utah"	"49"	"2009"	"2009"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	46	949690	46.559
	"Utah"	"49"	"2009"	"2009"	"III(b) Astrocytomas"	"32"	23	949690	23.358
	"Utah"	"49"	"2009"	"2009"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	21	949690	23.537
	"Utah"	"49"	"2010"	"2010"	"All Childhood Invasive Cancer Sites Combined"	"0"	171	964547	175.132
	"Utah"	"49"	"2010"	"2010"	"I Leukemia"	"10"	50	964547	49.371
	"Utah"	"49"	"2010"	"2010"	"I(a) Lymphoid leukemias"	"11"	29	964547	27.868
	"Utah"	"49"	"2010"	"2010"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	23	964547	24.782
	"Utah"	"49"	"2010"	"2010"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	29	964547	29.239
	"Utah"	"49"	"2010"	"2010"	"III(b) Astrocytomas"	"32"	16	964547	16.790
	"Utah"	"49"	"2010"	"2010"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	17	964547	19.113
	"Utah"	"49"	"2011"	"2011"	"All Childhood Invasive Cancer Sites Combined"	"0"	188	969020	195.903
	"Utah"	"49"	"2011"	"2011"	"I Leukemia"	"10"	47	969020	46.779
	"Utah"	"49"	"2011"	"2011"	"I(a) Lymphoid leukemias"	"11"	39	969020	38.767
	"Utah"	"49"	"2011"	"2011"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	33	969020	35.929
	"Utah"	"49"	"2011"	"2011"	"II(a) Hodgkin lymphomas"	"21"	18	969020	20.154
	"Utah"	"49"	"2011"	"2011"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	35	969020	35.302
	"Utah"	"49"	"2011"	"2011"	"III(b) Astrocytomas"	"32"	24	969020	24.501
	"Utah"	"49"	"2011"	"2011"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	18	969020	20.030
	"Utah"	"49"	"2011"	"2011"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	19	969020	21.215
	"Utah"	"49"	"2012"	"2012"	"All Childhood Invasive Cancer Sites Combined"	"0"	181	973408	188.838
	"Utah"	"49"	"2012"	"2012"	"I Leukemia"	"10"	48	973408	47.644
	"Utah"	"49"	"2012"	"2012"	"I(a) Lymphoid leukemias"	"11"	36	973408	35.034
	"Utah"	"49"	"2012"	"2012"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	35	973408	36.974
	"Utah"	"49"	"2012"	"2012"	"II(a) Hodgkin lymphomas"	"21"	16	973408	18.003
	"Utah"	"49"	"2012"	"2012"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	20	973408	20.323
	"Utah"	"49"	"2012"	"2012"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	16	973408	17.169
	"Utah"	"49"	"2012"	"2012"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	27	973408	30.937
	"Utah"	"49"	"2013"	"2013"	"All Childhood Invasive Cancer Sites Combined"	"0"	186	983199	189.789
	"Utah"	"49"	"2013"	"2013"	"I Leukemia"	"10"	54	983199	53.363
