"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Age-Adjusted Rate
	"Pancreas"	"21100"	"2004"	"2004"	"Georgia"	"13"	772	8769252	10.788
	"Pancreas"	"21100"	"2004"	"2004"	"Hawaii"	"15"	168	1273569	12.022
	"Pancreas"	"21100"	"2004"	"2004"	"Idaho"	"16"	153	1391802	11.498
	"Pancreas"	"21100"	"2004"	"2004"	"Illinois"	"17"	1424	12589773	11.432
	"Pancreas"	"21100"	"2004"	"2004"	"Indiana"	"18"	703	6233007	11.143
	"Pancreas"	"21100"	"2004"	"2004"	"Iowa"	"19"	366	2953635	10.517
	"Pancreas"	"21100"	"2004"	"2004"	"Kansas"	"20"	322	2734373	11.004
	"Pancreas"	"21100"	"2004"	"2004"	"Kentucky"	"21"	434	4146101	10.231
	"Pancreas"	"21100"	"2004"	"2004"	"Louisiana"	"22"	526	4552238	12.041
	"Pancreas"	"21100"	"2004"	"2004"	"Maine"	"23"	179	1313688	11.506
	"Pancreas"	"21100"	"2004"	"2004"	"Maryland"	"24"	602	5546935	11.330
	"Pancreas"	"21100"	"2004"	"2004"	"Massachusetts"	"25"	791	6412281	11.277
	"Pancreas"	"21100"	"2004"	"2004"	"Michigan"	"26"	1112	10055315	10.799
	"Pancreas"	"21100"	"2004"	"2004"	"Minnesota"	"27"	511	5087713	9.944
	"Pancreas"	"21100"	"2004"	"2004"	"Mississippi"	"28"	308	2889010	10.811
	"Pancreas"	"21100"	"2004"	"2004"	"Missouri"	"29"	651	5747741	10.437
	"Pancreas"	"21100"	"2004"	"2004"	"Montana"	"30"	115	930009	10.845
	"Pancreas"	"21100"	"2004"	"2004"	"Nebraska"	"31"	174	1749370	9.299
	"Pancreas"	"21100"	"2004"	"2004"	"Nevada"	"32"	220	2346222	10.269
	"Pancreas"	"21100"	"2004"	"2004"	"New Hampshire"	"33"	155	1290121	11.728
	"Pancreas"	"21100"	"2004"	"2004"	"New Jersey"	"34"	1048	8634561	11.402
	"Pancreas"	"21100"	"2004"	"2004"	"New Mexico"	"35"	188	1903808	10.109
	"Pancreas"	"21100"	"2004"	"2004"	"New York"	"36"	2271	19171567	11.143
	"Pancreas"	"21100"	"2004"	"2004"	"North Carolina"	"37"	923	8553152	10.925
	"Pancreas"	"21100"	"2004"	"2004"	"North Dakota"	"38"	73	644705	9.877
	"Pancreas"	"21100"	"2004"	"2004"	"Ohio"	"39"	1351	11452251	10.896
	"Pancreas"	"21100"	"2004"	"2004"	"Oklahoma"	"40"	369	3525233	9.976
	"Pancreas"	"21100"	"2004"	"2004"	"Oregon"	"41"	431	3569463	11.205
	"Pancreas"	"21100"	"2004"	"2004"	"Pennsylvania"	"42"	1724	12410722	11.362
	"Pancreas"	"21100"	"2004"	"2004"	"Rhode Island"	"44"	133	1074579	10.799
	"Pancreas"	"21100"	"2004"	"2004"	"South Carolina"	"45"	464	4210921	10.938
	"Pancreas"	"21100"	"2004"	"2004"	"South Dakota"	"46"	102	770396	11.606
	"Pancreas"	"21100"	"2004"	"2004"	"Tennessee"	"47"	677	5910809	11.205
	"Pancreas"	"21100"	"2004"	"2004"	"Texas"	"48"	1878	22394023	10.167
	"Pancreas"	"21100"	"2004"	"2004"	"Utah"	"49"	164	2401580	9.383
	"Pancreas"	"21100"	"2004"	"2004"	"Vermont"	"50"	69	619920	10.371
	"Pancreas"	"21100"	"2004"	"2004"	"Virginia"	"51"	754	7475575	10.633
	"Pancreas"	"21100"	"2004"	"2004"	"Washington"	"53"	679	6178645	11.425
	"Pancreas"	"21100"	"2004"	"2004"	"West Virginia"	"54"	241	1816438	10.888
	"Pancreas"	"21100"	"2004"	"2004"	"Wisconsin"	"55"	641	5514026	10.853
	"Pancreas"	"21100"	"2004"	"2004"	"Wyoming"	"56"	55	509106	10.530
	"Pancreas"	"21100"	"2005"	"2005"	"Alabama"	"01"	512	4565917	10.575
	"Pancreas"	"21100"	"2005"	"2005"	"Alaska"	"02"	34	666946	9.319
	"Pancreas"	"21100"	"2005"	"2005"	"Arizona"	"04"	588	5839077	9.735
	"Pancreas"	"21100"	"2005"	"2005"	"Arkansas"	"05"	351	2781097	11.552
	"Pancreas"	"21100"	"2005"	"2005"	"California"	"06"	3456	35827943	10.685
	"Pancreas"	"21100"	"2005"	"2005"	"Colorado"	"08"	389	4631888	9.856
	"Pancreas"	"21100"	"2005"	"2005"	"Connecticut"	"09"	477	3506956	11.987
	"Pancreas"	"21100"	"2005"	"2005"	"Delaware"	"10"	96	845150	10.725
	"Pancreas"	"21100"	"2005"	"2005"	"District of Columbia"	"11"	67	567136	12.321
	"Pancreas"	"21100"	"2005"	"2005"	"Florida"	"12"	2369	17842038	10.261
	"Pancreas"	"21100"	"2005"	"2005"	"Georgia"	"13"	807	8925922	10.792
	"Pancreas"	"21100"	"2005"	"2005"	"Hawaii"	"15"	150	1292729	10.400
	"Pancreas"	"21100"	"2005"	"2005"	"Idaho"	"16"	166	1428241	12.125
	"Pancreas"	"21100"	"2005"	"2005"	"Illinois"	"17"	1482	12609903	11.696
	"Pancreas"	"21100"	"2005"	"2005"	"Indiana"	"18"	707	6278616	11.029
	"Pancreas"	"21100"	"2005"	"2005"	"Iowa"	"19"	359	2964454	10.106
	"Pancreas"	"21100"	"2005"	"2005"	"Kansas"	"20"	324	2745299	10.961
	"Pancreas"	"21100"	"2005"	"2005"	"Kentucky"	"21"	460	4182742	10.633
	"Pancreas"	"21100"	"2005"	"2005"	"Louisiana"	"22"	531	4411396	12.509
	"Pancreas"	"21100"	"2005"	"2005"	"Maine"	"23"	195	1318787	12.380
	"Pancreas"	"21100"	"2005"	"2005"	"Maryland"	"24"	640	5592379	11.804
	"Pancreas"	"21100"	"2005"	"2005"	"Massachusetts"	"25"	832	6403290	11.731
	"Pancreas"	"21100"	"2005"	"2005"	"Michigan"	"26"	1163	10051137	11.062
	"Pancreas"	"21100"	"2005"	"2005"	"Minnesota"	"27"	561	5119598	10.729
	"Pancreas"	"21100"	"2005"	"2005"	"Mississippi"	"28"	306	2876229	10.760
	"Pancreas"	"21100"	"2005"	"2005"	"Missouri"	"29"	708	5790300	11.287
	"Pancreas"	"21100"	"2005"	"2005"	"Montana"	"30"	115	940102	10.737
	"Pancreas"	"21100"	"2005"	"2005"	"Nebraska"	"31"	173	1761497	9.013
	"Pancreas"	"21100"	"2005"	"2005"	"Nevada"	"32"	243	2432143	10.662
	"Pancreas"	"21100"	"2005"	"2005"	"New Hampshire"	"33"	159	1298492	11.760
	"Pancreas"	"21100"	"2005"	"2005"	"New Jersey"	"34"	995	8651974	10.705
	"Pancreas"	"21100"	"2005"	"2005"	"New Mexico"	"35"	226	1932274	11.537
	"Pancreas"	"21100"	"2005"	"2005"	"New York"	"36"	2264	19132610	10.993
	"Pancreas"	"21100"	"2005"	"2005"	"North Carolina"	"37"	954	8705407	10.976
	"Pancreas"	"21100"	"2005"	"2005"	"North Dakota"	"38"	75	646089	9.882
	"Pancreas"	"21100"	"2005"	"2005"	"Ohio"	"39"	1342	11463320	10.737
	"Pancreas"	"21100"	"2005"	"2005"	"Oklahoma"	"40"	393	3548597	10.370
	"Pancreas"	"21100"	"2005"	"2005"	"Oregon"	"41"	429	3613202	10.932
	"Pancreas"	"21100"	"2005"	"2005"	"Pennsylvania"	"42"	1725	12449990	11.288
	"Pancreas"	"21100"	"2005"	"2005"	"Rhode Island"	"44"	110	1067916	9.055
	"Pancreas"	"21100"	"2005"	"2005"	"South Carolina"	"45"	472	4270150	10.821
	"Pancreas"	"21100"	"2005"	"2005"	"South Dakota"	"46"	89	775493	10.106
	"Pancreas"	"21100"	"2005"	"2005"	"Tennessee"	"47"	692	5991057	11.212
	"Pancreas"	"21100"	"2005"	"2005"	"Texas"	"48"	1946	22773020	10.274
	"Pancreas"	"21100"	"2005"	"2005"	"Utah"	"49"	160	2457719	9.106
	"Pancreas"	"21100"	"2005"	"2005"	"Vermont"	"50"	76	621215	10.968
	"Pancreas"	"21100"	"2005"	"2005"	"Virginia"	"51"	852	7577105	11.725
	"Pancreas"	"21100"	"2005"	"2005"	"Washington"	"53"	645	6257305	10.539
	"Pancreas"	"21100"	"2005"	"2005"	"West Virginia"	"54"	181	1820492	7.963
	"Pancreas"	"21100"	"2005"	"2005"	"Wisconsin"	"55"	649	5546166	10.832
	"Pancreas"	"21100"	"2005"	"2005"	"Wyoming"	"56"	64	514157	12.224
	"Pancreas"	"21100"	"2006"	"2006"	"Alabama"	"01"	551	4628981	11.168
	"Pancreas"	"21100"	"2006"	"2006"	"Alaska"	"02"	49	675302	11.757
	"Pancreas"	"21100"	"2006"	"2006"	"Arizona"	"04"	581	6029141	9.303
	"Pancreas"	"21100"	"2006"	"2006"	"Arkansas"	"05"	351	2821761	11.116
	"Pancreas"	"21100"	"2006"	"2006"	"California"	"06"	3385	36021202	10.347
	"Pancreas"	"21100"	"2006"	"2006"	"Colorado"	"08"	399	4720423	9.660
	"Pancreas"	"21100"	"2006"	"2006"	"Connecticut"	"09"	482	3517460	11.984
	"Pancreas"	"21100"	"2006"	"2006"	"Delaware"	"10"	104	859268	11.103
	"Pancreas"	"21100"	"2006"	"2006"	"District of Columbia"	"11"	68	570681	12.330
	"Pancreas"	"21100"	"2006"	"2006"	"Florida"	"12"	2397	18166990	10.231
	"Pancreas"	"21100"	"2006"	"2006"	"Georgia"	"13"	788	9155813	10.234
	"Pancreas"	"21100"	"2006"	"2006"	"Hawaii"	"15"	153	1309731	10.298
	"Pancreas"	"21100"	"2006"	"2006"	"Idaho"	"16"	154	1468669	10.733
	"Pancreas"	"21100"	"2006"	"2006"	"Illinois"	"17"	1463	12643955	11.475
	"Pancreas"	"21100"	"2006"	"2006"	"Indiana"	"18"	726	6332669	11.065
	"Pancreas"	"21100"	"2006"	"2006"	"Iowa"	"19"	360	2982644	10.205
	"Pancreas"	"21100"	"2006"	"2006"	"Kansas"	"20"	337	2762931	11.334
	"Pancreas"	"21100"	"2006"	"2006"	"Kentucky"	"21"	489	4219239	11.064
	"Pancreas"	"21100"	"2006"	"2006"	"Louisiana"	"22"	512	4302665	11.975
	"Pancreas"	"21100"	"2006"	"2006"	"Maine"	"23"	172	1323619	10.576
	"Pancreas"	"21100"	"2006"	"2006"	"Maryland"	"24"	638	5627367	11.634
	"Pancreas"	"21100"	"2006"	"2006"	"Massachusetts"	"25"	812	6410084	11.371
	"Pancreas"	"21100"	"2006"	"2006"	"Michigan"	"26"	1250	10036081	11.731
	"Pancreas"	"21100"	"2006"	"2006"	"Minnesota"	"27"	565	5163555	10.622
	"Pancreas"	"21100"	"2006"	"2006"	"Mississippi"	"28"	372	2904978	12.866
	"Pancreas"	"21100"	"2006"	"2006"	"Missouri"	"29"	724	5842704	11.263
	"Pancreas"	"21100"	"2006"	"2006"	"Montana"	"30"	129	952692	11.836
	"Pancreas"	"21100"	"2006"	"2006"	"Nebraska"	"31"	222	1772693	11.413
	"Pancreas"	"21100"	"2006"	"2006"	"Nevada"	"32"	249	2522658	10.931
	"Pancreas"	"21100"	"2006"	"2006"	"New Hampshire"	"33"	171	1308389	12.231
	"Pancreas"	"21100"	"2006"	"2006"	"New Jersey"	"34"	1070	8661679	11.426
	"Pancreas"	"21100"	"2006"	"2006"	"New Mexico"	"35"	198	1962137	9.905
	"Pancreas"	"21100"	"2006"	"2006"	"New York"	"36"	2272	19104631	10.961
	"Pancreas"	"21100"	"2006"	"2006"	"North Carolina"	"37"	1019	8917270	11.193
	"Pancreas"	"21100"	"2006"	"2006"	"North Dakota"	"38"	93	649422	12.216
	"Pancreas"	"21100"	"2006"	"2006"	"Ohio"	"39"	1422	11481213	11.178
	"Pancreas"	"21100"	"2006"	"2006"	"Oklahoma"	"40"	387	3594090	10.047
	"Pancreas"	"21100"	"2006"	"2006"	"Oregon"	"41"	463	3670883	11.507
	"Pancreas"	"21100"	"2006"	"2006"	"Pennsylvania"	"42"	1830	12510809	11.867
	"Pancreas"	"21100"	"2006"	"2006"	"Rhode Island"	"44"	130	1063096	10.345
	"Pancreas"	"21100"	"2006"	"2006"	"South Carolina"	"45"	495	4357847	10.807
	"Pancreas"	"21100"	"2006"	"2006"	"South Dakota"	"46"	89	783033	9.720
	"Pancreas"	"21100"	"2006"	"2006"	"Tennessee"	"47"	666	6088766	10.424
	"Pancreas"	"21100"	"2006"	"2006"	"Texas"	"48"	1982	23359580	10.098
	"Pancreas"	"21100"	"2006"	"2006"	"Utah"	"49"	181	2525507	9.842
	"Pancreas"	"21100"	"2006"	"2006"	"Vermont"	"50"	58	622892	8.204
	"Pancreas"	"21100"	"2006"	"2006"	"Virginia"	"51"	838	7673725	11.304
	"Pancreas"	"21100"	"2006"	"2006"	"Washington"	"53"	656	6370753	10.397
	"Pancreas"	"21100"	"2006"	"2006"	"West Virginia"	"54"	206	1827912	9.000
	"Pancreas"	"21100"	"2006"	"2006"	"Wisconsin"	"55"	683	5577655	11.292
	"Pancreas"	"21100"	"2006"	"2006"	"Wyoming"	"56"	63	522667	11.957
	"Pancreas"	"21100"	"2007"	"2007"	"Alabama"	"01"	584	4672840	11.644
	"Pancreas"	"21100"	"2007"	"2007"	"Alaska"	"02"	48	680300	10.338
	"Pancreas"	"21100"	"2007"	"2007"	"Arizona"	"04"	643	6167681	10.027
	"Pancreas"	"21100"	"2007"	"2007"	"Arkansas"	"05"	360	2848650	11.315
	"Pancreas"	"21100"	"2007"	"2007"	"California"	"06"	3524	36250311	10.514
	"Pancreas"	"21100"	"2007"	"2007"	"Colorado"	"08"	439	4803868	10.296
	"Pancreas"	"21100"	"2007"	"2007"	"Connecticut"	"09"	468	3527270	11.512
	"Pancreas"	"21100"	"2007"	"2007"	"Delaware"	"10"	103	871749	10.508
	"Pancreas"	"21100"	"2007"	"2007"	"District of Columbia"	"11"	85	574404	15.036
	"Pancreas"	"21100"	"2007"	"2007"	"Florida"	"12"	2403	18367842	10.077
	"Pancreas"	"21100"	"2007"	"2007"	"Georgia"	"13"	892	9349988	11.099
	"Pancreas"	"21100"	"2007"	"2007"	"Hawaii"	"15"	155	1315675	10.381
	"Pancreas"	"21100"	"2007"	"2007"	"Idaho"	"16"	152	1505105	10.440
	"Pancreas"	"21100"	"2007"	"2007"	"Illinois"	"17"	1424	12695866	11.028
	"Pancreas"	"21100"	"2007"	"2007"	"Indiana"	"18"	725	6379599	10.881
	"Pancreas"	"21100"	"2007"	"2007"	"Iowa"	"19"	340	2999212	9.438
	"Pancreas"	"21100"	"2007"	"2007"	"Kansas"	"20"	296	2783785	9.939
	"Pancreas"	"21100"	"2007"	"2007"	"Kentucky"	"21"	501	4256672	11.029
	"Pancreas"	"21100"	"2007"	"2007"	"Louisiana"	"22"	511	4375581	11.759
	"Pancreas"	"21100"	"2007"	"2007"	"Maine"	"23"	171	1327040	10.322
	"Pancreas"	"21100"	"2007"	"2007"	"Maryland"	"24"	631	5653408	11.273
	"Pancreas"	"21100"	"2007"	"2007"	"Massachusetts"	"25"	875	6431559	12.072
	"Pancreas"	"21100"	"2007"	"2007"	"Michigan"	"26"	1321	10001284	12.192
	"Pancreas"	"21100"	"2007"	"2007"	"Minnesota"	"27"	548	5207203	10.084
	"Pancreas"	"21100"	"2007"	"2007"	"Mississippi"	"28"	336	2928350	11.180
	"Pancreas"	"21100"	"2007"	"2007"	"Missouri"	"29"	751	5887612	11.510
	"Pancreas"	"21100"	"2007"	"2007"	"Montana"	"30"	109	964706	9.350
	"Pancreas"	"21100"	"2007"	"2007"	"Nebraska"	"31"	208	1783440	10.567
	"Pancreas"	"21100"	"2007"	"2007"	"Nevada"	"32"	268	2601072	11.064
	"Pancreas"	"21100"	"2007"	"2007"	"New Hampshire"	"33"	181	1312540	12.575
	"Pancreas"	"21100"	"2007"	"2007"	"New Jersey"	"34"	1096	8677885	11.497
	"Pancreas"	"21100"	"2007"	"2007"	"New Mexico"	"35"	196	1990070	9.422
	"Pancreas"	"21100"	"2007"	"2007"	"New York"	"36"	2313	19132335	10.980
	"Pancreas"	"21100"	"2007"	"2007"	"North Carolina"	"37"	1033	9118037	11.188
	"Pancreas"	"21100"	"2007"	"2007"	"North Dakota"	"38"	80	652822	10.104
	"Pancreas"	"21100"	"2007"	"2007"	"Ohio"	"39"	1503	11500468	11.669
	"Pancreas"	"21100"	"2007"	"2007"	"Oklahoma"	"40"	381	3634349	9.812
	"Pancreas"	"21100"	"2007"	"2007"	"Oregon"	"41"	473	3722417	11.433
	"Pancreas"	"21100"	"2007"	"2007"	"Pennsylvania"	"42"	1812	12563937	11.639
	"Pancreas"	"21100"	"2007"	"2007"	"Rhode Island"	"44"	121	1057315	9.589
	"Pancreas"	"21100"	"2007"	"2007"	"South Carolina"	"45"	529	4444110	11.106
	"Pancreas"	"21100"	"2007"	"2007"	"South Dakota"	"46"	94	791623	9.939
	"Pancreas"	"21100"	"2007"	"2007"	"Tennessee"	"47"	701	6175727	10.811
	"Pancreas"	"21100"	"2007"	"2007"	"Texas"	"48"	2001	23831983	9.883
	"Pancreas"	"21100"	"2007"	"2007"	"Utah"	"49"	158	2597746	8.392
	"Pancreas"	"21100"	"2007"	"2007"	"Vermont"	"50"	74	623481	10.462
	"Pancreas"	"21100"	"2007"	"2007"	"Virginia"	"51"	878	7751000	11.450
	"Pancreas"	"21100"	"2007"	"2007"	"Washington"	"53"	710	6461587	10.863
	"Pancreas"	"21100"	"2007"	"2007"	"West Virginia"	"54"	213	1834052	9.105
	"Pancreas"	"21100"	"2007"	"2007"	"Wisconsin"	"55"	637	5610775	10.379
	"Pancreas"	"21100"	"2007"	"2007"	"Wyoming"	"56"	62	534876	11.411
	"Pancreas"	"21100"	"2008"	"2008"	"Alabama"	"01"	590	4718206	11.448
	"Pancreas"	"21100"	"2008"	"2008"	"Alaska"	"02"	63	687455	13.985
	"Pancreas"	"21100"	"2008"	"2008"	"Arizona"	"04"	642	6280362	9.723
	"Pancreas"	"21100"	"2008"	"2008"	"Arkansas"	"05"	358	2874554	11.079
	"Pancreas"	"21100"	"2008"	"2008"	"California"	"06"	3547	36604337	10.299
	"Pancreas"	"21100"	"2008"	"2008"	"Colorado"	"08"	454	4889730	10.219
	"Pancreas"	"21100"	"2008"	"2008"	"Connecticut"	"09"	477	3545579	11.571
	"Pancreas"	"21100"	"2008"	"2008"	"Delaware"	"10"	117	883874	11.925
	"Pancreas"	"21100"	"2008"	"2008"	"District of Columbia"	"11"	81	580236	14.124
	"Pancreas"	"21100"	"2008"	"2008"	"Florida"	"12"	2585	18527305	10.538
	"Pancreas"	"21100"	"2008"	"2008"	"Georgia"	"13"	852	9504843	10.390
	"Pancreas"	"21100"	"2008"	"2008"	"Hawaii"	"15"	184	1332213	11.783
	"Pancreas"	"21100"	"2008"	"2008"	"Idaho"	"16"	155	1534320	10.281
	"Pancreas"	"21100"	"2008"	"2008"	"Illinois"	"17"	1521	12747038	11.557
	"Pancreas"	"21100"	"2008"	"2008"	"Indiana"	"18"	722	6424806	10.591
	"Pancreas"	"21100"	"2008"	"2008"	"Iowa"	"19"	384	3016734	10.563
	"Pancreas"	"21100"	"2008"	"2008"	"Kansas"	"20"	343	2808076	11.126
	"Pancreas"	"21100"	"2008"	"2008"	"Kentucky"	"21"	479	4289878	10.399
	"Pancreas"	"21100"	"2008"	"2008"	"Louisiana"	"22"	587	4435586	13.254
	"Pancreas"	"21100"	"2008"	"2008"	"Maine"	"23"	195	1330509	11.467
	"Pancreas"	"21100"	"2008"	"2008"	"Maryland"	"24"	661	5684965	11.410
	"Pancreas"	"21100"	"2008"	"2008"	"Massachusetts"	"25"	849	6468967	11.565
	"Pancreas"	"21100"	"2008"	"2008"	"Michigan"	"26"	1276	9946889	11.617
	"Pancreas"	"21100"	"2008"	"2008"	"Minnesota"	"27"	593	5247018	10.704
	"Pancreas"	"21100"	"2008"	"2008"	"Mississippi"	"28"	355	2947806	11.648
	"Pancreas"	"21100"	"2008"	"2008"	"Missouri"	"29"	719	5923916	10.931
	"Pancreas"	"21100"	"2008"	"2008"	"Montana"	"30"	119	976415	10.218
	"Pancreas"	"21100"	"2008"	"2008"	"Nebraska"	"31"	206	1796378	10.292
	"Pancreas"	"21100"	"2008"	"2008"	"Nevada"	"32"	296	2653630	11.661
	"Pancreas"	"21100"	"2008"	"2008"	"New Hampshire"	"33"	161	1315906	10.911
	"Pancreas"	"21100"	"2008"	"2008"	"New Jersey"	"34"	1138	8711090	11.803
	"Pancreas"	"21100"	"2008"	"2008"	"New Mexico"	"35"	218	2010662	10.241
	"Pancreas"	"21100"	"2008"	"2008"	"New York"	"36"	2423	19212436	11.410
	"Pancreas"	"21100"	"2008"	"2008"	"North Carolina"	"37"	1001	9309449	10.348
	"Pancreas"	"21100"	"2008"	"2008"	"North Dakota"	"38"	93	657569	11.632
	"Pancreas"	"21100"	"2008"	"2008"	"Ohio"	"39"	1523	11515391	11.618
	"Pancreas"	"21100"	"2008"	"2008"	"Oklahoma"	"40"	406	3668976	10.255
	"Pancreas"	"21100"	"2008"	"2008"	"Oregon"	"41"	475	3768748	11.103
	"Pancreas"	"21100"	"2008"	"2008"	"Pennsylvania"	"42"	1783	12612285	11.321
	"Pancreas"	"21100"	"2008"	"2008"	"Rhode Island"	"44"	134	1055003	10.583
	"Pancreas"	"21100"	"2008"	"2008"	"South Carolina"	"45"	539	4528996	11.177
	"Pancreas"	"21100"	"2008"	"2008"	"South Dakota"	"46"	88	799124	9.191
	"Pancreas"	"21100"	"2008"	"2008"	"Tennessee"	"47"	763	6247411	11.486
	"Pancreas"	"21100"	"2008"	"2008"	"Texas"	"48"	2141	24309039	10.236
	"Pancreas"	"21100"	"2008"	"2008"	"Utah"	"49"	168	2663029	8.435
	"Pancreas"	"21100"	"2008"	"2008"	"Vermont"	"50"	93	624151	12.380
	"Pancreas"	"21100"	"2008"	"2008"	"Virginia"	"51"	887	7833496	11.451
	"Pancreas"	"21100"	"2008"	"2008"	"Washington"	"53"	760	6562231	11.380
	"Pancreas"	"21100"	"2008"	"2008"	"West Virginia"	"54"	225	1840310	9.750
	"Pancreas"	"21100"	"2008"	"2008"	"Wisconsin"	"55"	747	5640996	11.858
	"Pancreas"	"21100"	"2008"	"2008"	"Wyoming"	"56"	58	546043	10.199
	"Pancreas"	"21100"	"2009"	"2009"	"Alabama"	"01"	602	4757938	11.481
	"Pancreas"	"21100"	"2009"	"2009"	"Alaska"	"02"	58	698895	10.742
	"Pancreas"	"21100"	"2009"	"2009"	"Arizona"	"04"	633	6343154	9.197
	"Pancreas"	"21100"	"2009"	"2009"	"Arkansas"	"05"	396	2896843	11.936
	"Pancreas"	"21100"	"2009"	"2009"	"California"	"06"	3680	36961229	10.451
	"Pancreas"	"21100"	"2009"	"2009"	"Colorado"	"08"	432	4972195	9.317
	"Pancreas"	"21100"	"2009"	"2009"	"Connecticut"	"09"	503	3561807	12.243
	"Pancreas"	"21100"	"2009"	"2009"	"Delaware"	"10"	108	891730	10.394
	"Pancreas"	"21100"	"2009"	"2009"	"District of Columbia"	"11"	80	592228	13.871
	"Pancreas"	"21100"	"2009"	"2009"	"Florida"	"12"	2577	18652644	10.278
	"Pancreas"	"21100"	"2009"	"2009"	"Georgia"	"13"	896	9620846	10.398
	"Pancreas"	"21100"	"2009"	"2009"	"Hawaii"	"15"	187	1346717	11.701
	"Pancreas"	"21100"	"2009"	"2009"	"Idaho"	"16"	156	1554439	10.006
	"Pancreas"	"21100"	"2009"	"2009"	"Illinois"	"17"	1518	12796778	11.347
	"Pancreas"	"21100"	"2009"	"2009"	"Indiana"	"18"	783	6459325	11.286
	"Pancreas"	"21100"	"2009"	"2009"	"Iowa"	"19"	385	3032870	10.337
	"Pancreas"	"21100"	"2009"	"2009"	"Kansas"	"20"	323	2832704	10.283
	"Pancreas"	"21100"	"2009"	"2009"	"Kentucky"	"21"	507	4317074	10.685
	"Pancreas"	"21100"	"2009"	"2009"	"Louisiana"	"22"	562	4491648	12.271
	"Pancreas"	"21100"	"2009"	"2009"	"Maine"	"23"	167	1329590	9.787
	"Pancreas"	"21100"	"2009"	"2009"	"Maryland"	"24"	653	5730388	11.198
	"Pancreas"	"21100"	"2009"	"2009"	"Massachusetts"	"25"	831	6517613	11.044
	"Pancreas"	"21100"	"2009"	"2009"	"Michigan"	"26"	1380	9901591	12.267
	"Pancreas"	"21100"	"2009"	"2009"	"Minnesota"	"27"	596	5281203	10.436
	"Pancreas"	"21100"	"2009"	"2009"	"Mississippi"	"28"	368	2958774	11.903
	"Pancreas"	"21100"	"2009"	"2009"	"Missouri"	"29"	751	5961088	11.044
	"Pancreas"	"21100"	"2009"	"2009"	"Montana"	"30"	110	983982	9.341
	"Pancreas"	"21100"	"2009"	"2009"	"Nebraska"	"31"	235	1812683	11.491
	"Pancreas"	"21100"	"2009"	"2009"	"Nevada"	"32"	262	2684665	10.157
	"Pancreas"	"21100"	"2009"	"2009"	"New Hampshire"	"33"	180	1316102	12.159
	"Pancreas"	"21100"	"2009"	"2009"	"New Jersey"	"34"	1132	8755602	11.499
	"Pancreas"	"21100"	"2009"	"2009"	"New Mexico"	"35"	200	2036802	9.232
	"Pancreas"	"21100"	"2009"	"2009"	"New York"	"36"	2443	19307066	11.293
	"Pancreas"	"21100"	"2009"	"2009"	"North Carolina"	"37"	1012	9449566	10.215
	"Pancreas"	"21100"	"2009"	"2009"	"North Dakota"	"38"	67	664968	8.638
	"Pancreas"	"21100"	"2009"	"2009"	"Ohio"	"39"	1517	11528896	11.402
	"Pancreas"	"21100"	"2009"	"2009"	"Oklahoma"	"40"	429	3717572	10.616
	"Pancreas"	"21100"	"2009"	"2009"	"Oregon"	"41"	440	3808600	9.921
	"Pancreas"	"21100"	"2009"	"2009"	"Pennsylvania"	"42"	1787	12666858	11.264
	"Pancreas"	"21100"	"2009"	"2009"	"Rhode Island"	"44"	129	1053646	10.037
	"Pancreas"	"21100"	"2009"	"2009"	"South Carolina"	"45"	580	4589872	11.621
	"Pancreas"	"21100"	"2009"	"2009"	"South Dakota"	"46"	109	807067	11.316
	"Pancreas"	"21100"	"2009"	"2009"	"Tennessee"	"47"	754	6306019	11.144
	"Pancreas"	"21100"	"2009"	"2009"	"Texas"	"48"	2159	24801761	10.056
	"Pancreas"	"21100"	"2009"	"2009"	"Utah"	"49"	191	2723421	9.186
	"Pancreas"	"21100"	"2009"	"2009"	"Vermont"	"50"	97	624817	12.768
	"Pancreas"	"21100"	"2009"	"2009"	"Virginia"	"51"	837	7925937	10.359
	"Pancreas"	"21100"	"2009"	"2009"	"Washington"	"53"	808	6667426	11.888
	"Pancreas"	"21100"	"2009"	"2009"	"West Virginia"	"54"	236	1847775	9.822
	"Pancreas"	"21100"	"2009"	"2009"	"Wisconsin"	"55"	723	5669264	11.249
	"Pancreas"	"21100"	"2009"	"2009"	"Wyoming"	"56"	59	559851	10.352
	"Pancreas"	"21100"	"2010"	"2010"	"Alabama"	"01"	578	4785437	10.684
	"Pancreas"	"21100"	"2010"	"2010"	"Alaska"	"02"	51	713910	10.135
	"Pancreas"	"21100"	"2010"	"2010"	"Arizona"	"04"	726	6407172	10.328
	"Pancreas"	"21100"	"2010"	"2010"	"Arkansas"	"05"	364	2921964	10.899
	"Pancreas"	"21100"	"2010"	"2010"	"California"	"06"	3818	37319502	10.564
	"Pancreas"	"21100"	"2010"	"2010"	"Colorado"	"08"	462	5047349	9.766
	"Pancreas"	"21100"	"2010"	"2010"	"Connecticut"	"09"	475	3579114	11.104
	"Pancreas"	"21100"	"2010"	"2010"	"Delaware"	"10"	114	899593	11.053
	"Pancreas"	"21100"	"2010"	"2010"	"District of Columbia"	"11"	84	605226	15.011
	"Pancreas"	"21100"	"2010"	"2010"	"Florida"	"12"	2695	18845537	10.507
