"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Pennsylvania"	"42"	"2000"	"2000"	"Brain"	"31010"	883	12284173	6.573
	"Pennsylvania"	"42"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	63	12284173	0.515
	"Pennsylvania"	"42"	"2001"	"2001"	"Respiratory System"	"22010-22060"	11087	12298970	76.696
	"Pennsylvania"	"42"	"2001"	"2001"	"Lung and Bronchus"	"22030"	10341	12298970	71.379
	"Pennsylvania"	"42"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	910	12298970	6.835
	"Pennsylvania"	"42"	"2001"	"2001"	"Brain"	"31010"	846	12298970	6.319
	"Pennsylvania"	"42"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	64	12298970	0.516
	"Pennsylvania"	"42"	"2002"	"2002"	"Respiratory System"	"22010-22060"	11252	12331031	77.033
	"Pennsylvania"	"42"	"2002"	"2002"	"Lung and Bronchus"	"22030"	10479	12331031	71.616
	"Pennsylvania"	"42"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	970	12331031	7.261
	"Pennsylvania"	"42"	"2002"	"2002"	"Brain"	"31010"	909	12331031	6.775
	"Pennsylvania"	"42"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	61	12331031	0.486
	"Pennsylvania"	"42"	"2003"	"2003"	"Respiratory System"	"22010-22060"	11179	12374658	75.878
	"Pennsylvania"	"42"	"2003"	"2003"	"Lung and Bronchus"	"22030"	10411	12374658	70.538
	"Pennsylvania"	"42"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	943	12374658	7.005
	"Pennsylvania"	"42"	"2003"	"2003"	"Brain"	"31010"	869	12374658	6.410
	"Pennsylvania"	"42"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	74	12374658	0.595
	"Pennsylvania"	"42"	"2004"	"2004"	"Respiratory System"	"22010-22060"	11168	12410722	75.498
	"Pennsylvania"	"42"	"2004"	"2004"	"Lung and Bronchus"	"22030"	10332	12410722	69.711
	"Pennsylvania"	"42"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	1004	12410722	7.434
	"Pennsylvania"	"42"	"2004"	"2004"	"Brain"	"31010"	904	12410722	6.654
	"Pennsylvania"	"42"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	100	12410722	0.780
	"Pennsylvania"	"42"	"2005"	"2005"	"Respiratory System"	"22010-22060"	11462	12449990	76.952
	"Pennsylvania"	"42"	"2005"	"2005"	"Lung and Bronchus"	"22030"	10696	12449990	71.753
	"Pennsylvania"	"42"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	985	12449990	7.204
	"Pennsylvania"	"42"	"2005"	"2005"	"Brain"	"31010"	895	12449990	6.502
	"Pennsylvania"	"42"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	90	12449990	0.702
	"Pennsylvania"	"42"	"2006"	"2006"	"Respiratory System"	"22010-22060"	11382	12510809	75.597
	"Pennsylvania"	"42"	"2006"	"2006"	"Lung and Bronchus"	"22030"	10645	12510809	70.617
	"Pennsylvania"	"42"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	1018	12510809	7.383
	"Pennsylvania"	"42"	"2006"	"2006"	"Brain"	"31010"	931	12510809	6.725
	"Pennsylvania"	"42"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	87	12510809	0.658
	"Pennsylvania"	"42"	"2007"	"2007"	"Respiratory System"	"22010-22060"	11648	12563937	76.402
	"Pennsylvania"	"42"	"2007"	"2007"	"Lung and Bronchus"	"22030"	10853	12563937	71.124
	"Pennsylvania"	"42"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	1060	12563937	7.568
	"Pennsylvania"	"42"	"2007"	"2007"	"Brain"	"31010"	960	12563937	6.828
	"Pennsylvania"	"42"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	100	12563937	0.740
	"Pennsylvania"	"42"	"2008"	"2008"	"Respiratory System"	"22010-22060"	11537	12612285	74.680
	"Pennsylvania"	"42"	"2008"	"2008"	"Lung and Bronchus"	"22030"	10759	12612285	69.558
	"Pennsylvania"	"42"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	1047	12612285	7.479
	"Pennsylvania"	"42"	"2008"	"2008"	"Brain"	"31010"	977	12612285	6.917
	"Pennsylvania"	"42"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	70	12612285	0.563
	"Pennsylvania"	"42"	"2009"	"2009"	"Respiratory System"	"22010-22060"	11564	12666858	73.982
	"Pennsylvania"	"42"	"2009"	"2009"	"Lung and Bronchus"	"22030"	10838	12666858	69.310
	"Pennsylvania"	"42"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	1011	12666858	7.081
	"Pennsylvania"	"42"	"2009"	"2009"	"Brain"	"31010"	945	12666858	6.599
	"Pennsylvania"	"42"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	66	12666858	0.482
	"Pennsylvania"	"42"	"2010"	"2010"	"Respiratory System"	"22010-22060"	11431	12711160	72.298
	"Pennsylvania"	"42"	"2010"	"2010"	"Lung and Bronchus"	"22030"	10659	12711160	67.379
	"Pennsylvania"	"42"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	1051	12711160	7.437
	"Pennsylvania"	"42"	"2010"	"2010"	"Brain"	"31010"	980	12711160	6.865
	"Pennsylvania"	"42"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	71	12711160	0.572
	"Pennsylvania"	"42"	"2011"	"2011"	"Respiratory System"	"22010-22060"	11528	12745815	72.057
	"Pennsylvania"	"42"	"2011"	"2011"	"Lung and Bronchus"	"22030"	10766	12745815	67.278
	"Pennsylvania"	"42"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	1036	12745815	7.216
	"Pennsylvania"	"42"	"2011"	"2011"	"Brain"	"31010"	951	12745815	6.565
	"Pennsylvania"	"42"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	85	12745815	0.652
	"Pennsylvania"	"42"	"2012"	"2012"	"Respiratory System"	"22010-22060"	11316	12767118	69.514
	"Pennsylvania"	"42"	"2012"	"2012"	"Lung and Bronchus"	"22030"	10567	12767118	64.852
	"Pennsylvania"	"42"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	1059	12767118	7.363
	"Pennsylvania"	"42"	"2012"	"2012"	"Brain"	"31010"	972	12767118	6.699
	"Pennsylvania"	"42"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	87	12767118	0.664
	"Pennsylvania"	"42"	"2013"	"2013"	"Respiratory System"	"22010-22060"	11540	12776309	69.822
	"Pennsylvania"	"42"	"2013"	"2013"	"Lung and Bronchus"	"22030"	10772	12776309	65.103
	"Pennsylvania"	"42"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	1084	12776309	7.482
	"Pennsylvania"	"42"	"2013"	"2013"	"Brain"	"31010"	997	12776309	6.800
	"Pennsylvania"	"42"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	87	12776309	0.682
	"Pennsylvania"	"42"	"2014"	"2014"	"Respiratory System"	"22010-22060"	11573	12788313	68.631
	"Pennsylvania"	"42"	"2014"	"2014"	"Lung and Bronchus"	"22030"	10780	12788313	63.922
	"Pennsylvania"	"42"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	1042	12788313	7.089
	"Pennsylvania"	"42"	"2014"	"2014"	"Brain"	"31010"	952	12788313	6.420
	"Pennsylvania"	"42"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	90	12788313	0.668
	"Pennsylvania"	"42"	"2015"	"2015"	"Respiratory System"	"22010-22060"	11669	12784826	68.360
	"Pennsylvania"	"42"	"2015"	"2015"	"Lung and Bronchus"	"22030"	10926	12784826	63.948
	"Pennsylvania"	"42"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	1040	12784826	6.942
	"Pennsylvania"	"42"	"2015"	"2015"	"Brain"	"31010"	968	12784826	6.385
	"Pennsylvania"	"42"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	72	12784826	0.558
	"Pennsylvania"	"42"	"2016"	"2016"	"Respiratory System"	"22010-22060"	11745	12782275	67.651
	"Pennsylvania"	"42"	"2016"	"2016"	"Lung and Bronchus"	"22030"	10996	12782275	63.244
	"Pennsylvania"	"42"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	1087	12782275	7.332
	"Pennsylvania"	"42"	"2016"	"2016"	"Brain"	"31010"	1028	12782275	6.894
	"Pennsylvania"	"42"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	59	12782275	0.438
	"Pennsylvania"	"42"	"2017"	"2017"	"Respiratory System"	"22010-22060"	11736	12787641	66.375
	"Pennsylvania"	"42"	"2017"	"2017"	"Lung and Bronchus"	"22030"	11010	12787641	62.148
	"Pennsylvania"	"42"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	1108	12787641	7.372
	"Pennsylvania"	"42"	"2017"	"2017"	"Brain"	"31010"	1057	12787641	6.991
	"Pennsylvania"	"42"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	51	12787641	0.382
	"Pennsylvania"	"42"	"2018"	"2018"	"Respiratory System"	"22010-22060"	11492	12800922	63.847
	"Pennsylvania"	"42"	"2018"	"2018"	"Lung and Bronchus"	"22030"	10805	12800922	59.951
	"Pennsylvania"	"42"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	1000	12800922	6.616
	"Pennsylvania"	"42"	"2018"	"2018"	"Brain"	"31010"	943	12800922	6.193
	"Pennsylvania"	"42"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	57	12800922	0.423
	"Rhode Island"	"44"	"1999"	"1999"	"Respiratory System"	"22010-22060"	992	1040402	87.131
	"Rhode Island"	"44"	"1999"	"1999"	"Lung and Bronchus"	"22030"	916	1040402	80.362
	"Rhode Island"	"44"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	98	1040402	8.888
	"Rhode Island"	"44"	"1999"	"1999"	"Brain"	"31010"	94	1040402	8.539
	"Rhode Island"	"44"	"2000"	"2000"	"Respiratory System"	"22010-22060"	975	1050268	85.203
	"Rhode Island"	"44"	"2000"	"2000"	"Lung and Bronchus"	"22030"	924	1050268	80.676
	"Rhode Island"	"44"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	87	1050268	7.929
	"Rhode Island"	"44"	"2000"	"2000"	"Brain"	"31010"	78	1050268	7.077
	"Rhode Island"	"44"	"2001"	"2001"	"Respiratory System"	"22010-22060"	893	1057142	77.450
	"Rhode Island"	"44"	"2001"	"2001"	"Lung and Bronchus"	"22030"	832	1057142	71.987
	"Rhode Island"	"44"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	64	1057142	5.823
	"Rhode Island"	"44"	"2001"	"2001"	"Brain"	"31010"	59	1057142	5.358
	"Rhode Island"	"44"	"2002"	"2002"	"Respiratory System"	"22010-22060"	962	1065995	82.818
	"Rhode Island"	"44"	"2002"	"2002"	"Lung and Bronchus"	"22030"	907	1065995	78.129
	"Rhode Island"	"44"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	83	1065995	7.451
	"Rhode Island"	"44"	"2002"	"2002"	"Brain"	"31010"	76	1065995	6.819
	"Rhode Island"	"44"	"2003"	"2003"	"Respiratory System"	"22010-22060"	954	1071342	81.210
	"Rhode Island"	"44"	"2003"	"2003"	"Lung and Bronchus"	"22030"	879	1071342	74.744
	"Rhode Island"	"44"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	103	1071342	8.886
	"Rhode Island"	"44"	"2003"	"2003"	"Brain"	"31010"	91	1071342	7.818
	"Rhode Island"	"44"	"2004"	"2004"	"Respiratory System"	"22010-22060"	969	1074579	80.896
	"Rhode Island"	"44"	"2004"	"2004"	"Lung and Bronchus"	"22030"	904	1074579	75.590
	"Rhode Island"	"44"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	99	1074579	8.639
	"Rhode Island"	"44"	"2004"	"2004"	"Brain"	"31010"	95	1074579	8.281
	"Rhode Island"	"44"	"2005"	"2005"	"Respiratory System"	"22010-22060"	944	1067916	80.340
	"Rhode Island"	"44"	"2005"	"2005"	"Lung and Bronchus"	"22030"	874	1067916	74.291
	"Rhode Island"	"44"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	86	1067916	7.664
	"Rhode Island"	"44"	"2005"	"2005"	"Brain"	"31010"	80	1067916	7.080
	"Rhode Island"	"44"	"2006"	"2006"	"Respiratory System"	"22010-22060"	933	1063096	78.312
	"Rhode Island"	"44"	"2006"	"2006"	"Lung and Bronchus"	"22030"	856	1063096	71.798
	"Rhode Island"	"44"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	81	1063096	6.957
	"Rhode Island"	"44"	"2006"	"2006"	"Brain"	"31010"	78	1063096	6.718
	"Rhode Island"	"44"	"2007"	"2007"	"Respiratory System"	"22010-22060"	988	1057315	82.003
	"Rhode Island"	"44"	"2007"	"2007"	"Lung and Bronchus"	"22030"	937	1057315	77.771
	"Rhode Island"	"44"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	70	1057315	6.293
	"Rhode Island"	"44"	"2007"	"2007"	"Brain"	"31010"	70	1057315	6.293
	"Rhode Island"	"44"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	0	1057315	0.000
	"Rhode Island"	"44"	"2008"	"2008"	"Respiratory System"	"22010-22060"	1014	1055003	83.367
	"Rhode Island"	"44"	"2008"	"2008"	"Lung and Bronchus"	"22030"	942	1055003	77.232
	"Rhode Island"	"44"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	80	1055003	7.056
	"Rhode Island"	"44"	"2008"	"2008"	"Brain"	"31010"	76	1055003	6.767
	"Rhode Island"	"44"	"2009"	"2009"	"Respiratory System"	"22010-22060"	991	1053646	81.500
	"Rhode Island"	"44"	"2009"	"2009"	"Lung and Bronchus"	"22030"	922	1053646	75.761
	"Rhode Island"	"44"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	60	1053646	5.108
	"Rhode Island"	"44"	"2009"	"2009"	"Brain"	"31010"	56	1053646	4.733
	"Rhode Island"	"44"	"2010"	"2010"	"Respiratory System"	"22010-22060"	921	1053959	74.614
	"Rhode Island"	"44"	"2010"	"2010"	"Lung and Bronchus"	"22030"	854	1053959	69.151
	"Rhode Island"	"44"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	82	1053959	6.799
	"Rhode Island"	"44"	"2010"	"2010"	"Brain"	"31010"	78	1053959	6.464
	"Rhode Island"	"44"	"2011"	"2011"	"Respiratory System"	"22010-22060"	925	1053649	73.733
	"Rhode Island"	"44"	"2011"	"2011"	"Lung and Bronchus"	"22030"	851	1053649	67.811
	"Rhode Island"	"44"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	87	1053649	7.486
	"Rhode Island"	"44"	"2011"	"2011"	"Brain"	"31010"	82	1053649	6.964
	"Rhode Island"	"44"	"2012"	"2012"	"Respiratory System"	"22010-22060"	1001	1054621	76.871
	"Rhode Island"	"44"	"2012"	"2012"	"Lung and Bronchus"	"22030"	941	1054621	72.293
	"Rhode Island"	"44"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	72	1054621	6.371
	"Rhode Island"	"44"	"2012"	"2012"	"Brain"	"31010"	70	1054621	6.158
	"Rhode Island"	"44"	"2013"	"2013"	"Respiratory System"	"22010-22060"	1011	1055081	78.094
	"Rhode Island"	"44"	"2013"	"2013"	"Lung and Bronchus"	"22030"	950	1055081	73.289
	"Rhode Island"	"44"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	62	1055081	5.091
	"Rhode Island"	"44"	"2013"	"2013"	"Brain"	"31010"	59	1055081	4.849
	"Rhode Island"	"44"	"2014"	"2014"	"Respiratory System"	"22010-22060"	1004	1055936	76.288
	"Rhode Island"	"44"	"2014"	"2014"	"Lung and Bronchus"	"22030"	950	1055936	72.249
	"Rhode Island"	"44"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	93	1055936	7.979
	"Rhode Island"	"44"	"2014"	"2014"	"Brain"	"31010"	85	1055936	7.191
	"Rhode Island"	"44"	"2015"	"2015"	"Respiratory System"	"22010-22060"	1023	1056065	76.869
	"Rhode Island"	"44"	"2015"	"2015"	"Lung and Bronchus"	"22030"	969	1056065	72.640
	"Rhode Island"	"44"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	83	1056065	6.726
	"Rhode Island"	"44"	"2015"	"2015"	"Brain"	"31010"	78	1056065	6.242
	"Rhode Island"	"44"	"2016"	"2016"	"Respiratory System"	"22010-22060"	1060	1056770	77.291
	"Rhode Island"	"44"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1000	1056770	72.922
	"Rhode Island"	"44"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	85	1056770	6.329
	"Rhode Island"	"44"	"2016"	"2016"	"Brain"	"31010"	82	1056770	6.108
	"Rhode Island"	"44"	"2017"	"2017"	"Respiratory System"	"22010-22060"	956	1055673	68.745
	"Rhode Island"	"44"	"2017"	"2017"	"Lung and Bronchus"	"22030"	912	1055673	65.394
	"Rhode Island"	"44"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	87	1055673	7.451
	"Rhode Island"	"44"	"2017"	"2017"	"Brain"	"31010"	83	1055673	7.002
	"Rhode Island"	"44"	"2018"	"2018"	"Respiratory System"	"22010-22060"	934	1058287	65.587
	"Rhode Island"	"44"	"2018"	"2018"	"Lung and Bronchus"	"22030"	875	1058287	61.234
	"Rhode Island"	"44"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	82	1058287	6.532
	"Rhode Island"	"44"	"2018"	"2018"	"Brain"	"31010"	76	1058287	6.003
	"South Carolina"	"45"	"1999"	"1999"	"Respiratory System"	"22010-22060"	3256	3974682	82.854
	"South Carolina"	"45"	"1999"	"1999"	"Lung and Bronchus"	"22030"	3001	3974682	76.430
	"South Carolina"	"45"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	264	3974682	6.651
	"South Carolina"	"45"	"1999"	"1999"	"Brain"	"31010"	252	3974682	6.353
	"South Carolina"	"45"	"2000"	"2000"	"Respiratory System"	"22010-22060"	3251	4024223	81.146
	"South Carolina"	"45"	"2000"	"2000"	"Lung and Bronchus"	"22030"	3000	4024223	74.982
	"South Carolina"	"45"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	236	4024223	5.886
	"South Carolina"	"45"	"2000"	"2000"	"Brain"	"31010"	219	4024223	5.464
	"South Carolina"	"45"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	17	4024223	0.422
	"South Carolina"	"45"	"2001"	"2001"	"Respiratory System"	"22010-22060"	3377	4064995	82.824
	"South Carolina"	"45"	"2001"	"2001"	"Lung and Bronchus"	"22030"	3106	4064995	76.262
	"South Carolina"	"45"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	250	4064995	6.136
	"South Carolina"	"45"	"2001"	"2001"	"Brain"	"31010"	233	4064995	5.709
	"South Carolina"	"45"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	17	4064995	0.426
	"South Carolina"	"45"	"2002"	"2002"	"Respiratory System"	"22010-22060"	3439	4107795	82.570
	"South Carolina"	"45"	"2002"	"2002"	"Lung and Bronchus"	"22030"	3163	4107795	76.072
	"South Carolina"	"45"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	283	4107795	6.862
	"South Carolina"	"45"	"2002"	"2002"	"Brain"	"31010"	266	4107795	6.462
	"South Carolina"	"45"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	17	4107795	0.401
	"South Carolina"	"45"	"2003"	"2003"	"Respiratory System"	"22010-22060"	3566	4150297	83.246
	"South Carolina"	"45"	"2003"	"2003"	"Lung and Bronchus"	"22030"	3266	4150297	76.445
	"South Carolina"	"45"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	271	4150297	6.459
	"South Carolina"	"45"	"2003"	"2003"	"Brain"	"31010"	253	4150297	6.039
	"South Carolina"	"45"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	18	4150297	0.421
	"South Carolina"	"45"	"2004"	"2004"	"Respiratory System"	"22010-22060"	3492	4210921	79.478
	"South Carolina"	"45"	"2004"	"2004"	"Lung and Bronchus"	"22030"	3207	4210921	73.175
	"South Carolina"	"45"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	287	4210921	6.674
	"South Carolina"	"45"	"2004"	"2004"	"Brain"	"31010"	270	4210921	6.257
	"South Carolina"	"45"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	17	4210921	0.417
	"South Carolina"	"45"	"2005"	"2005"	"Respiratory System"	"22010-22060"	3737	4270150	83.077
	"South Carolina"	"45"	"2005"	"2005"	"Lung and Bronchus"	"22030"	3456	4270150	77.001
	"South Carolina"	"45"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	308	4270150	7.103
	"South Carolina"	"45"	"2005"	"2005"	"Brain"	"31010"	295	4270150	6.801
	"South Carolina"	"45"	"2006"	"2006"	"Respiratory System"	"22010-22060"	3775	4357847	80.596
	"South Carolina"	"45"	"2006"	"2006"	"Lung and Bronchus"	"22030"	3478	4357847	74.399
	"South Carolina"	"45"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	324	4357847	7.150
	"South Carolina"	"45"	"2006"	"2006"	"Brain"	"31010"	302	4357847	6.656
	"South Carolina"	"45"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	22	4357847	0.494
	"South Carolina"	"45"	"2007"	"2007"	"Respiratory System"	"22010-22060"	3916	4444110	81.202
	"South Carolina"	"45"	"2007"	"2007"	"Lung and Bronchus"	"22030"	3608	4444110	75.011
	"South Carolina"	"45"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	324	4444110	7.005
	"South Carolina"	"45"	"2007"	"2007"	"Brain"	"31010"	310	4444110	6.688
	"South Carolina"	"45"	"2008"	"2008"	"Respiratory System"	"22010-22060"	3909	4528996	78.212
	"South Carolina"	"45"	"2008"	"2008"	"Lung and Bronchus"	"22030"	3596	4528996	72.028
	"South Carolina"	"45"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	307	4528996	6.376
	"South Carolina"	"45"	"2008"	"2008"	"Brain"	"31010"	289	4528996	6.006
	"South Carolina"	"45"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	18	4528996	0.370
	"South Carolina"	"45"	"2009"	"2009"	"Respiratory System"	"22010-22060"	4060	4589872	79.338
	"South Carolina"	"45"	"2009"	"2009"	"Lung and Bronchus"	"22030"	3751	4589872	73.423
	"South Carolina"	"45"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	298	4589872	6.116
	"South Carolina"	"45"	"2009"	"2009"	"Brain"	"31010"	282	4589872	5.789
	"South Carolina"	"45"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	16	4589872	0.327
	"South Carolina"	"45"	"2010"	"2010"	"Respiratory System"	"22010-22060"	4039	4635649	76.141
	"South Carolina"	"45"	"2010"	"2010"	"Lung and Bronchus"	"22030"	3705	4635649	69.987
	"South Carolina"	"45"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	346	4635649	6.943
	"South Carolina"	"45"	"2010"	"2010"	"Brain"	"31010"	332	4635649	6.644
	"South Carolina"	"45"	"2011"	"2011"	"Respiratory System"	"22010-22060"	4049	4671994	74.740
	"South Carolina"	"45"	"2011"	"2011"	"Lung and Bronchus"	"22030"	3724	4671994	68.870
	"South Carolina"	"45"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	339	4671994	6.565
	"South Carolina"	"45"	"2011"	"2011"	"Brain"	"31010"	324	4671994	6.273
	"South Carolina"	"45"	"2012"	"2012"	"Respiratory System"	"22010-22060"	4216	4717354	74.641
	"South Carolina"	"45"	"2012"	"2012"	"Lung and Bronchus"	"22030"	3912	4717354	69.360
	"South Carolina"	"45"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	324	4717354	6.134
	"South Carolina"	"45"	"2012"	"2012"	"Brain"	"31010"	306	4717354	5.783
	"South Carolina"	"45"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	18	4717354	0.351
	"South Carolina"	"45"	"2013"	"2013"	"Respiratory System"	"22010-22060"	4201	4764080	72.230
	"South Carolina"	"45"	"2013"	"2013"	"Lung and Bronchus"	"22030"	3895	4764080	66.989
	"South Carolina"	"45"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	337	4764080	6.375
	"South Carolina"	"45"	"2013"	"2013"	"Brain"	"31010"	315	4764080	5.931
	"South Carolina"	"45"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	22	4764080	0.444
	"South Carolina"	"45"	"2014"	"2014"	"Respiratory System"	"22010-22060"	4327	4823617	71.897
	"South Carolina"	"45"	"2014"	"2014"	"Lung and Bronchus"	"22030"	4019	4823617	66.921
	"South Carolina"	"45"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	358	4823617	6.546
	"South Carolina"	"45"	"2014"	"2014"	"Brain"	"31010"	338	4823617	6.152
	"South Carolina"	"45"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	20	4823617	0.394
	"South Carolina"	"45"	"2015"	"2015"	"Respiratory System"	"22010-22060"	4438	4891938	71.194
	"South Carolina"	"45"	"2015"	"2015"	"Lung and Bronchus"	"22030"	4105	4891938	65.884
	"South Carolina"	"45"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	365	4891938	6.666
	"South Carolina"	"45"	"2015"	"2015"	"Brain"	"31010"	353	4891938	6.397
	"South Carolina"	"45"	"2016"	"2016"	"Respiratory System"	"22010-22060"	4294	4957968	66.618
	"South Carolina"	"45"	"2016"	"2016"	"Lung and Bronchus"	"22030"	3959	4957968	61.292
	"South Carolina"	"45"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	345	4957968	5.936
	"South Carolina"	"45"	"2016"	"2016"	"Brain"	"31010"	325	4957968	5.584
	"South Carolina"	"45"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	20	4957968	0.351
	"South Carolina"	"45"	"2017"	"2017"	"Respiratory System"	"22010-22060"	4506	5021268	67.232
	"South Carolina"	"45"	"2017"	"2017"	"Lung and Bronchus"	"22030"	4179	5021268	62.331
	"South Carolina"	"45"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	385	5021268	6.539
	"South Carolina"	"45"	"2017"	"2017"	"Brain"	"31010"	370	5021268	6.283
	"South Carolina"	"45"	"2018"	"2018"	"Respiratory System"	"22010-22060"	4361	5084156	62.767
	"South Carolina"	"45"	"2018"	"2018"	"Lung and Bronchus"	"22030"	4066	5084156	58.459
	"South Carolina"	"45"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	347	5084156	5.813
	"South Carolina"	"45"	"2018"	"2018"	"Brain"	"31010"	329	5084156	5.474
	"South Carolina"	"45"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	18	5084156	0.339
	"South Dakota"	"46"	"1999"	"1999"	"Respiratory System"	"22010-22060"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Lung and Bronchus"	"22030"	Missing	Missing	Missing
