"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Pennsylvania"	"42"	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	1571	12510809	10.611
	"Pennsylvania"	"42"	"2006"	"2006"	"Ovary"	"27040"	1056	6429312	13.017
	"Pennsylvania"	"42"	"2006"	"2006"	"Pancreas"	"21100"	1932	12510809	12.678
	"Pennsylvania"	"42"	"2006"	"2006"	"Prostate"	"28010"	11165	6081497	167.840
	"Pennsylvania"	"42"	"2006"	"2006"	"Stomach"	"21020"	1081	12510809	7.117
	"Pennsylvania"	"42"	"2006"	"2006"	"Thyroid"	"32010"	2077	12510809	15.696
	"Pennsylvania"	"42"	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	3843	12510809	25.201
	"Pennsylvania"	"42"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	1060	12563937	7.568
	"Pennsylvania"	"42"	"2007"	"2007"	"Breast"	"26000"	9957	12563937	67.428
	"Pennsylvania"	"42"	"2007"	"2007"	"Cervix Uteri"	"27010"	566	6452087	8.384
	"Pennsylvania"	"42"	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	7853	12563937	51.209
	"Pennsylvania"	"42"	"2007"	"2007"	"Corpus Uteri"	"27020"	2483	6452087	30.613
	"Pennsylvania"	"42"	"2007"	"2007"	"Esophagus"	"21010"	830	12563937	5.444
	"Pennsylvania"	"42"	"2007"	"2007"	"Gallbladder"	"21080"	204	12563937	1.298
	"Pennsylvania"	"42"	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	2501	12563937	16.817
	"Pennsylvania"	"42"	"2007"	"2007"	"Larynx"	"22020"	641	12563937	4.213
	"Pennsylvania"	"42"	"2007"	"2007"	"Leukemias"	"35011-35043"	2028	12563937	13.873
	"Pennsylvania"	"42"	"2007"	"2007"	"Liver"	"21071"	901	12563937	5.888
	"Pennsylvania"	"42"	"2007"	"2007"	"Lung and Bronchus"	"22030"	10853	12563937	71.124
	"Pennsylvania"	"42"	"2007"	"2007"	"Melanoma of the Skin"	"25010"	2485	12563937	17.360
	"Pennsylvania"	"42"	"2007"	"2007"	"Myeloma"	"34000"	942	12563937	6.187
	"Pennsylvania"	"42"	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	3072	12563937	20.537
	"Pennsylvania"	"42"	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	1639	12563937	11.002
	"Pennsylvania"	"42"	"2007"	"2007"	"Ovary"	"27040"	1140	6452087	14.012
	"Pennsylvania"	"42"	"2007"	"2007"	"Pancreas"	"21100"	1946	12563937	12.583
	"Pennsylvania"	"42"	"2007"	"2007"	"Prostate"	"28010"	11623	6111850	170.848
	"Pennsylvania"	"42"	"2007"	"2007"	"Stomach"	"21020"	1055	12563937	6.831
	"Pennsylvania"	"42"	"2007"	"2007"	"Thyroid"	"32010"	2267	12563937	17.015
	"Pennsylvania"	"42"	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	3938	12563937	25.492
	"Pennsylvania"	"42"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	1047	12612285	7.479
	"Pennsylvania"	"42"	"2008"	"2008"	"Breast"	"26000"	10509	12612285	70.457
	"Pennsylvania"	"42"	"2008"	"2008"	"Cervix Uteri"	"27010"	545	6473295	7.812
	"Pennsylvania"	"42"	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	7574	12612285	48.850
	"Pennsylvania"	"42"	"2008"	"2008"	"Corpus Uteri"	"27020"	2554	6473295	31.040
	"Pennsylvania"	"42"	"2008"	"2008"	"Esophagus"	"21010"	882	12612285	5.703
	"Pennsylvania"	"42"	"2008"	"2008"	"Gallbladder"	"21080"	196	12612285	1.251
	"Pennsylvania"	"42"	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	2663	12612285	17.827
	"Pennsylvania"	"42"	"2008"	"2008"	"Larynx"	"22020"	645	12612285	4.225
	"Pennsylvania"	"42"	"2008"	"2008"	"Leukemias"	"35011-35043"	2028	12612285	13.764
	"Pennsylvania"	"42"	"2008"	"2008"	"Liver"	"21071"	943	12612285	6.101
	"Pennsylvania"	"42"	"2008"	"2008"	"Lung and Bronchus"	"22030"	10759	12612285	69.558
	"Pennsylvania"	"42"	"2008"	"2008"	"Melanoma of the Skin"	"25010"	2674	12612285	18.364
	"Pennsylvania"	"42"	"2008"	"2008"	"Myeloma"	"34000"	926	12612285	5.967
	"Pennsylvania"	"42"	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	3255	12612285	21.613
	"Pennsylvania"	"42"	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	1708	12612285	11.276
	"Pennsylvania"	"42"	"2008"	"2008"	"Ovary"	"27040"	1120	6473295	13.474
	"Pennsylvania"	"42"	"2008"	"2008"	"Pancreas"	"21100"	2013	12612285	12.887
	"Pennsylvania"	"42"	"2008"	"2008"	"Prostate"	"28010"	10580	6138990	151.573
	"Pennsylvania"	"42"	"2008"	"2008"	"Stomach"	"21020"	1129	12612285	7.299
	"Pennsylvania"	"42"	"2008"	"2008"	"Thyroid"	"32010"	2544	12612285	18.981
	"Pennsylvania"	"42"	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	3983	12612285	25.473
	"Pennsylvania"	"42"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	1011	12666858	7.081
	"Pennsylvania"	"42"	"2009"	"2009"	"Breast"	"26000"	10652	12666858	70.911
	"Pennsylvania"	"42"	"2009"	"2009"	"Cervix Uteri"	"27010"	564	6497024	8.200
	"Pennsylvania"	"42"	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	7443	12666858	47.593
	"Pennsylvania"	"42"	"2009"	"2009"	"Corpus Uteri"	"27020"	2571	6497024	30.933
	"Pennsylvania"	"42"	"2009"	"2009"	"Esophagus"	"21010"	842	12666858	5.383
	"Pennsylvania"	"42"	"2009"	"2009"	"Gallbladder"	"21080"	199	12666858	1.252
	"Pennsylvania"	"42"	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	2581	12666858	17.081
	"Pennsylvania"	"42"	"2009"	"2009"	"Larynx"	"22020"	584	12666858	3.704
	"Pennsylvania"	"42"	"2009"	"2009"	"Leukemias"	"35011-35043"	2154	12666858	14.385
	"Pennsylvania"	"42"	"2009"	"2009"	"Liver"	"21071"	1046	12666858	6.596
	"Pennsylvania"	"42"	"2009"	"2009"	"Lung and Bronchus"	"22030"	10838	12666858	69.310
	"Pennsylvania"	"42"	"2009"	"2009"	"Melanoma of the Skin"	"25010"	3015	12666858	20.440
	"Pennsylvania"	"42"	"2009"	"2009"	"Myeloma"	"34000"	1017	12666858	6.477
	"Pennsylvania"	"42"	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	3425	12666858	22.462
	"Pennsylvania"	"42"	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	1704	12666858	11.127
	"Pennsylvania"	"42"	"2009"	"2009"	"Ovary"	"27040"	1095	6497024	13.301
	"Pennsylvania"	"42"	"2009"	"2009"	"Pancreas"	"21100"	1980	12666858	12.537
	"Pennsylvania"	"42"	"2009"	"2009"	"Prostate"	"28010"	10242	6169834	142.296
	"Pennsylvania"	"42"	"2009"	"2009"	"Stomach"	"21020"	1041	12666858	6.664
	"Pennsylvania"	"42"	"2009"	"2009"	"Thyroid"	"32010"	2747	12666858	20.371
	"Pennsylvania"	"42"	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	3942	12666858	24.873
	"Pennsylvania"	"42"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	1051	12711160	7.437
	"Pennsylvania"	"42"	"2010"	"2010"	"Breast"	"26000"	10507	12711160	69.006
	"Pennsylvania"	"42"	"2010"	"2010"	"Cervix Uteri"	"27010"	500	6515181	7.121
	"Pennsylvania"	"42"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	7022	12711160	44.603
	"Pennsylvania"	"42"	"2010"	"2010"	"Corpus Uteri"	"27020"	2663	6515181	31.539
	"Pennsylvania"	"42"	"2010"	"2010"	"Esophagus"	"21010"	809	12711160	5.077
	"Pennsylvania"	"42"	"2010"	"2010"	"Gallbladder"	"21080"	179	12711160	1.119
	"Pennsylvania"	"42"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	2565	12711160	16.739
	"Pennsylvania"	"42"	"2010"	"2010"	"Larynx"	"22020"	621	12711160	3.900
	"Pennsylvania"	"42"	"2010"	"2010"	"Leukemias"	"35011-35043"	2362	12711160	15.546
	"Pennsylvania"	"42"	"2010"	"2010"	"Liver"	"21071"	1031	12711160	6.378
	"Pennsylvania"	"42"	"2010"	"2010"	"Lung and Bronchus"	"22030"	10659	12711160	67.379
	"Pennsylvania"	"42"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	3158	12711160	21.051
	"Pennsylvania"	"42"	"2010"	"2010"	"Myeloma"	"34000"	1073	12711160	6.703
	"Pennsylvania"	"42"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	3307	12711160	21.459
	"Pennsylvania"	"42"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	1777	12711160	11.398
	"Pennsylvania"	"42"	"2010"	"2010"	"Ovary"	"27040"	1095	6515181	13.315
	"Pennsylvania"	"42"	"2010"	"2010"	"Pancreas"	"21100"	2171	12711160	13.490
	"Pennsylvania"	"42"	"2010"	"2010"	"Prostate"	"28010"	10374	6195979	141.519
	"Pennsylvania"	"42"	"2010"	"2010"	"Stomach"	"21020"	1152	12711160	7.269
	"Pennsylvania"	"42"	"2010"	"2010"	"Thyroid"	"32010"	2793	12711160	20.737
	"Pennsylvania"	"42"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	4055	12711160	25.475
	"Pennsylvania"	"42"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	1036	12745815	7.216
	"Pennsylvania"	"42"	"2011"	"2011"	"Breast"	"26000"	10804	12745815	70.338
	"Pennsylvania"	"42"	"2011"	"2011"	"Cervix Uteri"	"27010"	563	6528151	8.209
	"Pennsylvania"	"42"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	7133	12745815	44.842
	"Pennsylvania"	"42"	"2011"	"2011"	"Corpus Uteri"	"27020"	2750	6528151	32.060
	"Pennsylvania"	"42"	"2011"	"2011"	"Esophagus"	"21010"	845	12745815	5.187
	"Pennsylvania"	"42"	"2011"	"2011"	"Gallbladder"	"21080"	209	12745815	1.290
	"Pennsylvania"	"42"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	2586	12745815	16.698
	"Pennsylvania"	"42"	"2011"	"2011"	"Larynx"	"22020"	646	12745815	3.983
	"Pennsylvania"	"42"	"2011"	"2011"	"Leukemias"	"35011-35043"	2469	12745815	16.174
	"Pennsylvania"	"42"	"2011"	"2011"	"Liver"	"21071"	1078	12745815	6.498
	"Pennsylvania"	"42"	"2011"	"2011"	"Lung and Bronchus"	"22030"	10766	12745815	67.278
	"Pennsylvania"	"42"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	3290	12745815	21.728
	"Pennsylvania"	"42"	"2011"	"2011"	"Myeloma"	"34000"	1070	12745815	6.772
	"Pennsylvania"	"42"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	3467	12745815	22.062
	"Pennsylvania"	"42"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	1878	12745815	11.964
	"Pennsylvania"	"42"	"2011"	"2011"	"Ovary"	"27040"	1056	6528151	12.729
	"Pennsylvania"	"42"	"2011"	"2011"	"Pancreas"	"21100"	2251	12745815	13.861
	"Pennsylvania"	"42"	"2011"	"2011"	"Prostate"	"28010"	10729	6217664	143.486
	"Pennsylvania"	"42"	"2011"	"2011"	"Stomach"	"21020"	1078	12745815	6.727
	"Pennsylvania"	"42"	"2011"	"2011"	"Thyroid"	"32010"	2884	12745815	21.058
	"Pennsylvania"	"42"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	4182	12745815	25.975
	"Pennsylvania"	"42"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	1059	12767118	7.363
	"Pennsylvania"	"42"	"2012"	"2012"	"Breast"	"26000"	10949	12767118	70.532
	"Pennsylvania"	"42"	"2012"	"2012"	"Cervix Uteri"	"27010"	529	6532458	7.765
	"Pennsylvania"	"42"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	6929	12767118	43.034
	"Pennsylvania"	"42"	"2012"	"2012"	"Corpus Uteri"	"27020"	2710	6532458	30.954
	"Pennsylvania"	"42"	"2012"	"2012"	"Esophagus"	"21010"	836	12767118	5.039
	"Pennsylvania"	"42"	"2012"	"2012"	"Gallbladder"	"21080"	190	12767118	1.155
	"Pennsylvania"	"42"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	2665	12767118	16.988
	"Pennsylvania"	"42"	"2012"	"2012"	"Larynx"	"22020"	608	12767118	3.730
	"Pennsylvania"	"42"	"2012"	"2012"	"Leukemias"	"35011-35043"	2345	12767118	15.176
	"Pennsylvania"	"42"	"2012"	"2012"	"Liver"	"21071"	1126	12767118	6.700
	"Pennsylvania"	"42"	"2012"	"2012"	"Lung and Bronchus"	"22030"	10567	12767118	64.852
	"Pennsylvania"	"42"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	3308	12767118	21.762
	"Pennsylvania"	"42"	"2012"	"2012"	"Myeloma"	"34000"	1064	12767118	6.655
	"Pennsylvania"	"42"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	3445	12767118	21.835
	"Pennsylvania"	"42"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	1907	12767118	11.831
	"Pennsylvania"	"42"	"2012"	"2012"	"Ovary"	"27040"	1030	6532458	12.143
	"Pennsylvania"	"42"	"2012"	"2012"	"Pancreas"	"21100"	2195	12767118	13.298
	"Pennsylvania"	"42"	"2012"	"2012"	"Prostate"	"28010"	8597	6234660	111.831
	"Pennsylvania"	"42"	"2012"	"2012"	"Stomach"	"21020"	1015	12767118	6.283
	"Pennsylvania"	"42"	"2012"	"2012"	"Thyroid"	"32010"	2879	12767118	20.983
	"Pennsylvania"	"42"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	4074	12767118	24.882
	"Pennsylvania"	"42"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	1084	12776309	7.482
	"Pennsylvania"	"42"	"2013"	"2013"	"Breast"	"26000"	11228	12776309	71.520
	"Pennsylvania"	"42"	"2013"	"2013"	"Cervix Uteri"	"27010"	511	6531172	7.130
	"Pennsylvania"	"42"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	6987	12776309	42.854
	"Pennsylvania"	"42"	"2013"	"2013"	"Corpus Uteri"	"27020"	2848	6531172	32.449
	"Pennsylvania"	"42"	"2013"	"2013"	"Esophagus"	"21010"	870	12776309	5.267
	"Pennsylvania"	"42"	"2013"	"2013"	"Gallbladder"	"21080"	189	12776309	1.122
	"Pennsylvania"	"42"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	2784	12776309	17.660
	"Pennsylvania"	"42"	"2013"	"2013"	"Larynx"	"22020"	618	12776309	3.725
	"Pennsylvania"	"42"	"2013"	"2013"	"Leukemias"	"35011-35043"	2314	12776309	14.899
	"Pennsylvania"	"42"	"2013"	"2013"	"Liver"	"21071"	1199	12776309	7.015
	"Pennsylvania"	"42"	"2013"	"2013"	"Lung and Bronchus"	"22030"	10772	12776309	65.103
	"Pennsylvania"	"42"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	3825	12776309	24.936
	"Pennsylvania"	"42"	"2013"	"2013"	"Myeloma"	"34000"	1116	12776309	6.844
	"Pennsylvania"	"42"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	3409	12776309	21.275
	"Pennsylvania"	"42"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	1952	12776309	12.054
	"Pennsylvania"	"42"	"2013"	"2013"	"Ovary"	"27040"	1016	6531172	11.944
	"Pennsylvania"	"42"	"2013"	"2013"	"Pancreas"	"21100"	2247	12776309	13.517
	"Pennsylvania"	"42"	"2013"	"2013"	"Prostate"	"28010"	8470	6245137	107.727
	"Pennsylvania"	"42"	"2013"	"2013"	"Stomach"	"21020"	1003	12776309	6.195
	"Pennsylvania"	"42"	"2013"	"2013"	"Thyroid"	"32010"	2872	12776309	20.981
	"Pennsylvania"	"42"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	4258	12776309	25.652
	"Pennsylvania"	"42"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	1042	12788313	7.089
	"Pennsylvania"	"42"	"2014"	"2014"	"Breast"	"26000"	11272	12788313	71.750
	"Pennsylvania"	"42"	"2014"	"2014"	"Cervix Uteri"	"27010"	475	6534709	6.871
	"Pennsylvania"	"42"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	6736	12788313	40.930
	"Pennsylvania"	"42"	"2014"	"2014"	"Corpus Uteri"	"27020"	2819	6534709	31.585
	"Pennsylvania"	"42"	"2014"	"2014"	"Esophagus"	"21010"	876	12788313	5.148
	"Pennsylvania"	"42"	"2014"	"2014"	"Gallbladder"	"21080"	197	12788313	1.172
	"Pennsylvania"	"42"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	2810	12788313	17.569
	"Pennsylvania"	"42"	"2014"	"2014"	"Larynx"	"22020"	636	12788313	3.723
	"Pennsylvania"	"42"	"2014"	"2014"	"Leukemias"	"35011-35043"	2456	12788313	15.424
	"Pennsylvania"	"42"	"2014"	"2014"	"Liver"	"21071"	1232	12788313	7.077
	"Pennsylvania"	"42"	"2014"	"2014"	"Lung and Bronchus"	"22030"	10780	12788313	63.922
	"Pennsylvania"	"42"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	4065	12788313	26.074
	"Pennsylvania"	"42"	"2014"	"2014"	"Myeloma"	"34000"	1190	12788313	7.237
	"Pennsylvania"	"42"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	3550	12788313	22.001
	"Pennsylvania"	"42"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	1983	12788313	12.080
	"Pennsylvania"	"42"	"2014"	"2014"	"Ovary"	"27040"	1045	6534709	12.167
	"Pennsylvania"	"42"	"2014"	"2014"	"Pancreas"	"21100"	2394	12788313	14.136
	"Pennsylvania"	"42"	"2014"	"2014"	"Prostate"	"28010"	7713	6253604	96.025
	"Pennsylvania"	"42"	"2014"	"2014"	"Stomach"	"21020"	1100	12788313	6.672
	"Pennsylvania"	"42"	"2014"	"2014"	"Thyroid"	"32010"	2683	12788313	19.659
	"Pennsylvania"	"42"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	4073	12788313	24.172
	"Pennsylvania"	"42"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	1040	12784826	6.942
	"Pennsylvania"	"42"	"2015"	"2015"	"Breast"	"26000"	11273	12784826	71.033
	"Pennsylvania"	"42"	"2015"	"2015"	"Cervix Uteri"	"27010"	525	6528476	7.480
	"Pennsylvania"	"42"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	6926	12784826	42.272
	"Pennsylvania"	"42"	"2015"	"2015"	"Corpus Uteri"	"27020"	2891	6528476	32.581
	"Pennsylvania"	"42"	"2015"	"2015"	"Esophagus"	"21010"	899	12784826	5.215
	"Pennsylvania"	"42"	"2015"	"2015"	"Gallbladder"	"21080"	165	12784826	0.970
	"Pennsylvania"	"42"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	2890	12784826	17.972
	"Pennsylvania"	"42"	"2015"	"2015"	"Larynx"	"22020"	600	12784826	3.537
	"Pennsylvania"	"42"	"2015"	"2015"	"Leukemias"	"35011-35043"	2458	12784826	15.417
	"Pennsylvania"	"42"	"2015"	"2015"	"Liver"	"21071"	1289	12784826	7.351
	"Pennsylvania"	"42"	"2015"	"2015"	"Lung and Bronchus"	"22030"	10926	12784826	63.948
	"Pennsylvania"	"42"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	4064	12784826	25.925
	"Pennsylvania"	"42"	"2015"	"2015"	"Myeloma"	"34000"	1200	12784826	7.111
	"Pennsylvania"	"42"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	3469	12784826	21.355
	"Pennsylvania"	"42"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	1951	12784826	11.752
	"Pennsylvania"	"42"	"2015"	"2015"	"Ovary"	"27040"	1001	6528476	11.713
	"Pennsylvania"	"42"	"2015"	"2015"	"Pancreas"	"21100"	2560	12784826	14.997
	"Pennsylvania"	"42"	"2015"	"2015"	"Prostate"	"28010"	8820	6256350	107.567
	"Pennsylvania"	"42"	"2015"	"2015"	"Stomach"	"21020"	1011	12784826	6.114
	"Pennsylvania"	"42"	"2015"	"2015"	"Thyroid"	"32010"	2667	12784826	19.522
	"Pennsylvania"	"42"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	4108	12784826	23.956
	"Pennsylvania"	"42"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	1087	12782275	7.332
	"Pennsylvania"	"42"	"2016"	"2016"	"Breast"	"26000"	11442	12782275	71.350
	"Pennsylvania"	"42"	"2016"	"2016"	"Cervix Uteri"	"27010"	539	6523967	7.847
	"Pennsylvania"	"42"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	6795	12782275	40.872
	"Pennsylvania"	"42"	"2016"	"2016"	"Corpus Uteri"	"27020"	2978	6523967	32.728
	"Pennsylvania"	"42"	"2016"	"2016"	"Esophagus"	"21010"	952	12782275	5.446
	"Pennsylvania"	"42"	"2016"	"2016"	"Gallbladder"	"21080"	188	12782275	1.085
	"Pennsylvania"	"42"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	2943	12782275	18.160
	"Pennsylvania"	"42"	"2016"	"2016"	"Larynx"	"22020"	599	12782275	3.449
	"Pennsylvania"	"42"	"2016"	"2016"	"Leukemias"	"35011-35043"	2436	12782275	15.078
	"Pennsylvania"	"42"	"2016"	"2016"	"Liver"	"21071"	1249	12782275	7.013
	"Pennsylvania"	"42"	"2016"	"2016"	"Lung and Bronchus"	"22030"	10996	12782275	63.244
	"Pennsylvania"	"42"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	3717	12782275	23.314
	"Pennsylvania"	"42"	"2016"	"2016"	"Myeloma"	"34000"	1168	12782275	6.744
	"Pennsylvania"	"42"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	3448	12782275	20.992
	"Pennsylvania"	"42"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	2061	12782275	12.242
	"Pennsylvania"	"42"	"2016"	"2016"	"Ovary"	"27040"	1029	6523967	11.802
	"Pennsylvania"	"42"	"2016"	"2016"	"Pancreas"	"21100"	2503	12782275	14.402
	"Pennsylvania"	"42"	"2016"	"2016"	"Prostate"	"28010"	9071	6258308	109.403
	"Pennsylvania"	"42"	"2016"	"2016"	"Stomach"	"21020"	1053	12782275	6.194
	"Pennsylvania"	"42"	"2016"	"2016"	"Thyroid"	"32010"	2738	12782275	19.912
	"Pennsylvania"	"42"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	4026	12782275	23.333
	"Pennsylvania"	"42"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	1108	12787641	7.372
	"Pennsylvania"	"42"	"2017"	"2017"	"Breast"	"26000"	11357	12787641	70.358
	"Pennsylvania"	"42"	"2017"	"2017"	"Cervix Uteri"	"27010"	508	6525683	7.401
	"Pennsylvania"	"42"	"2017"	"2017"	"Colon and Rectum"	"21041-21052"	6596	12787641	39.292
	"Pennsylvania"	"42"	"2017"	"2017"	"Corpus Uteri"	"27020"	2893	6525683	31.554
	"Pennsylvania"	"42"	"2017"	"2017"	"Esophagus"	"21010"	910	12787641	5.163
	"Pennsylvania"	"42"	"2017"	"2017"	"Gallbladder"	"21080"	201	12787641	1.143
	"Pennsylvania"	"42"	"2017"	"2017"	"Kidney and Renal Pelvis"	"29020"	3006	12787641	18.220
	"Pennsylvania"	"42"	"2017"	"2017"	"Larynx"	"22020"	582	12787641	3.350
	"Pennsylvania"	"42"	"2017"	"2017"	"Leukemias"	"35011-35043"	2449	12787641	15.066
	"Pennsylvania"	"42"	"2017"	"2017"	"Liver"	"21071"	1286	12787641	7.086
	"Pennsylvania"	"42"	"2017"	"2017"	"Lung and Bronchus"	"22030"	11010	12787641	62.148
	"Pennsylvania"	"42"	"2017"	"2017"	"Melanoma of the Skin"	"25010"	3505	12787641	21.579
	"Pennsylvania"	"42"	"2017"	"2017"	"Myeloma"	"34000"	1207	12787641	7.043
	"Pennsylvania"	"42"	"2017"	"2017"	"Non-Hodgkin Lymphoma"	"33041-33042"	3317	12787641	20.090
	"Pennsylvania"	"42"	"2017"	"2017"	"Oral Cavity and Pharynx"	"20010-20100"	2095	12787641	12.304
	"Pennsylvania"	"42"	"2017"	"2017"	"Ovary"	"27040"	997	6525683	11.506
	"Pennsylvania"	"42"	"2017"	"2017"	"Pancreas"	"21100"	2599	12787641	14.766
	"Pennsylvania"	"42"	"2017"	"2017"	"Prostate"	"28010"	8968	6261958	105.128
	"Pennsylvania"	"42"	"2017"	"2017"	"Stomach"	"21020"	950	12787641	5.565
	"Pennsylvania"	"42"	"2017"	"2017"	"Thyroid"	"32010"	2478	12787641	17.954
	"Pennsylvania"	"42"	"2017"	"2017"	"Urinary Bladder, invasive and in situ"	"29010"	4015	12787641	22.826
	"Pennsylvania"	"42"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	1000	12800922	6.616
	"Pennsylvania"	"42"	"2018"	"2018"	"Breast"	"26000"	11290	12800922	69.255
	"Pennsylvania"	"42"	"2018"	"2018"	"Cervix Uteri"	"27010"	478	6529381	6.894
	"Pennsylvania"	"42"	"2018"	"2018"	"Colon and Rectum"	"21041-21052"	6325	12800922	37.341
	"Pennsylvania"	"42"	"2018"	"2018"	"Corpus Uteri"	"27020"	3053	6529381	33.044
	"Pennsylvania"	"42"	"2018"	"2018"	"Esophagus"	"21010"	948	12800922	5.229
	"Pennsylvania"	"42"	"2018"	"2018"	"Gallbladder"	"21080"	224	12800922	1.242
	"Pennsylvania"	"42"	"2018"	"2018"	"Kidney and Renal Pelvis"	"29020"	2700	12800922	16.186
	"Pennsylvania"	"42"	"2018"	"2018"	"Larynx"	"22020"	543	12800922	2.997
	"Pennsylvania"	"42"	"2018"	"2018"	"Leukemias"	"35011-35043"	2353	12800922	14.448
	"Pennsylvania"	"42"	"2018"	"2018"	"Liver"	"21071"	1154	12800922	6.250
	"Pennsylvania"	"42"	"2018"	"2018"	"Lung and Bronchus"	"22030"	10805	12800922	59.951
	"Pennsylvania"	"42"	"2018"	"2018"	"Melanoma of the Skin"	"25010"	3445	12800922	21.010
	"Pennsylvania"	"42"	"2018"	"2018"	"Myeloma"	"34000"	1176	12800922	6.623
	"Pennsylvania"	"42"	"2018"	"2018"	"Non-Hodgkin Lymphoma"	"33041-33042"	3414	12800922	20.193
	"Pennsylvania"	"42"	"2018"	"2018"	"Oral Cavity and Pharynx"	"20010-20100"	2182	12800922	12.743
	"Pennsylvania"	"42"	"2018"	"2018"	"Ovary"	"27040"	950	6529381	10.775
	"Pennsylvania"	"42"	"2018"	"2018"	"Pancreas"	"21100"	2551	12800922	14.371
	"Pennsylvania"	"42"	"2018"	"2018"	"Prostate"	"28010"	8917	6271541	103.068
